username,created_at,full_text
AmaraOrlin99,Mon May 13 05:54:12 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/G5nFfBQaX7
PriskaDewi010,Mon May 13 05:54:10 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/Lz2pblsvZM
ayunda_jelit43,Mon May 13 05:54:05 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/bVcRrpENTR
DionAnggara112,Mon May 13 05:53:59 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/giiS74OWRq
Hanna221Zahra_,Mon May 13 05:53:57 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/TZEQBCZfe3
_RAjisena_,Mon May 13 05:53:55 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/PNM8K69Nor
GAnastasya77,Mon May 13 05:53:50 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/uK3LIpfIF8
AlansyahSet0,Mon May 13 05:53:46 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/TTEDgdxJxE
DellaAm02060622,Mon May 13 05:53:44 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/FqhXOxvFVR
TriaAndin1,Mon May 13 05:53:43 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/3wdTZyAeWe
BrianPutra66_,Mon May 13 05:53:35 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/HaNDgYNSRy
BagasPratama43,Mon May 13 05:53:31 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/PYey4u0oud
AdityaRizk11,Mon May 13 05:53:29 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/0Nuz1vX4qW
fhinoalfhian,Mon May 13 05:53:26 +0000 2024,IKN = institut korupsi negara. Dngn nama investasi mereka menjual negara secara Alus.
adiPRADOno,Mon May 13 05:53:25 +0000 2024,@fajarnugros Apakah 10 20 tahun dari skarang akan ada yg bilang bgini soal IKN?
FikriNurr88,Mon May 13 05:53:20 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/Z1xecE7Av2
Bella_Anjani3,Mon May 13 05:53:16 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/gFEgWGCNjR
citralaras121,Mon May 13 05:53:15 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/aHhyQTMybZ
AgusTrifahri,Mon May 13 05:53:08 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/jT0oCv6K8z
AlfajarHansen,Mon May 13 05:53:02 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/b0BV5LsaKe
FatmawatiG45083,Mon May 13 05:53:01 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/rOmlXT5Ndl
MeriskaSuci,Mon May 13 05:52:54 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/3p8hDx6RqV
NidaUmaeroh,Mon May 13 05:52:53 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/MYl1gwhLel
izanatun6,Mon May 13 05:52:46 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/0pdIgZDXuD
DinarOlivi1,Mon May 13 05:52:40 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/skKtD4GYoH
AyuKsma_,Mon May 13 05:52:38 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/bqnsAL87Dk
pratiwi_lila1,Mon May 13 05:52:34 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/YYs0TjTwIY
andirakhusnul_3,Mon May 13 05:52:27 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/Bi5zyK0Oyh
reginayuu_,Mon May 13 05:52:26 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/vHgLxxoXdc
indhpurwnti,Mon May 13 05:52:24 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/FHPyekldar
nayzarl1a,Mon May 13 05:52:18 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/9UB96S98uM
indrilaila8,Mon May 13 05:52:11 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/m7HcyX1CHs
mutviona_,Mon May 13 05:52:08 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/9CinLNMcn3
egapray0ga,Mon May 13 05:52:02 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/3wnG1LOQxa
firday_2,Mon May 13 05:51:58 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/amTLhF5eg2
nilaaagst,Mon May 13 05:51:54 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/gvGBDiQZ8y
indlatifah_,Mon May 13 05:51:52 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/r4mOyJPVdy
priskaml,Mon May 13 05:51:48 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/4LEpecFGA1
jordyks9_,Mon May 13 05:51:44 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/uC5t4bUUhg
mhzpranata,Mon May 13 05:51:40 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/C3AEF5Pn8Z
v_venikm,Mon May 13 05:51:35 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/OFPnSdbmha
miawmeow_,Mon May 13 05:51:35 +0000 2024,yah gw ke ikn
nitangelika,Mon May 13 05:51:31 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/kO5sLYU2gc
rikadn_1,Mon May 13 05:51:29 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/cVNJuONNUh
novaprmtasr,Mon May 13 05:51:22 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/GzBvwXRXdB
ratnawndasari,Mon May 13 05:51:18 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/kPr6SbL4GP
ellanurkyl,Mon May 13 05:51:14 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/HcmIPc9kZU
azzkeyla,Mon May 13 05:51:12 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/8DafCceSnc
tiarazskia_,Mon May 13 05:51:08 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/BqoCK3KGGt
sonyaratuliaa,Mon May 13 05:51:04 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/saNts677p9
likameidinaa,Mon May 13 05:51:00 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/Xwj9IpdMSj
anjanirahmanii,Mon May 13 05:50:55 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/kNoHMG3K2x
shakillaharisah,Mon May 13 05:50:51 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/Qpbeag7kgj
IndraBaybay,Mon May 13 05:50:47 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/QDVja2Dckp
Pranata12Aldi,Mon May 13 05:50:45 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/8AHLXXmWti
_Prameswari_,Mon May 13 05:50:41 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/yDme9gWxkr
FiraHanani44,Mon May 13 05:50:36 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/un9E727p1a
Dara_1Asmara1,Mon May 13 05:50:32 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/BgIhoPExsN
NaraSalimah_,Mon May 13 05:50:28 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/IdN0o0pcHS
TaraMalika123,Mon May 13 05:50:23 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/b1oNEOGlHn
IrfanJaya09,Mon May 13 05:50:22 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/ajmbYStchY
LunaCahaya12,Mon May 13 05:50:16 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/rbwiNnLeSB
SitiAyudia5,Mon May 13 05:50:14 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/o3ibU3GSnm
LarasRaisa01,Mon May 13 05:50:08 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/hff0MTBVIU
AmaraKirana45,Mon May 13 05:50:04 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/2EfeLgXVMN
Salsabindia2,Mon May 13 05:49:59 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/HZasevp8lj
TanayaVira,Mon May 13 05:49:55 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/STWlAitfP3
AlyaSafira123,Mon May 13 05:49:51 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/po1berTI5z
WijayaRani7,Mon May 13 05:49:46 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/czzUlSBlbb
NaylaStas2,Mon May 13 05:49:42 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/4gva5h0pHJ
RaisaPurwa8,Mon May 13 05:49:38 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/RRcF3IMZ03
mr139819,Mon May 13 05:49:36 +0000 2024,@DokterTifa Saya bukan tidak setuju dengan ikn silahkan dibangun TAPI setelah pembangunan dindonesia MERATA lawong masuh banyak tempat2 yang jalanan rusak jembatan rusak /gak ada kalau mau kekampung sebelah muter puluhan kilo listrik belum teraliri fasilitas kesehatan jauh dlll
KiranaHart32,Mon May 13 05:49:34 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/bCDZUAlYo4
KeishaPran7,Mon May 13 05:49:32 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/GfRQXoPoRL
FarahKiranw4,Mon May 13 05:49:26 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/SKN1kdCAkZ
MalikaDara6,Mon May 13 05:49:22 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/HpNG84Fpk1
CintaSutrisn22,Mon May 13 05:49:17 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/B0Yiq9TlGS
AriaBel20,Mon May 13 05:49:13 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/u9TS3xk4mU
lindandyn,Mon May 13 05:49:08 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/II3mlYE7sR
mochaji1_,Mon May 13 05:49:04 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/w5B0E7yeXp
reynaldifahar,Mon May 13 05:49:00 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/0xka2ejOCE
wandavlt_,Mon May 13 05:48:55 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/CXDTbnmGdM
ichamrs15,Mon May 13 05:48:50 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/qbFqp6hHV7
randypermanaa12,Mon May 13 05:48:46 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/b98CnJgi2a
gabriellatumiw,Mon May 13 05:48:41 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/hLZCP4rMDk
ellacindiya,Mon May 13 05:48:38 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/LymKV37ORT
shabrinaluna89,Mon May 13 05:48:33 +0000 2024,Bandara VVIP IKN Bakal bisa layani penerbangan komersial https://t.co/e3zbglWIFZ
vansehaveronica,Mon May 13 05:48:28 +0000 2024,Bandara VVIP IKN Bakal bsa layani penerbangan komersial https://t.co/7l0RAUrQ22
ninazatulinaa12,Mon May 13 05:48:26 +0000 2024,Bandara VVIP IKN Bakal bs layani penerbangan komersial https://t.co/8bUqcI0bj6
Granny_2277,Mon May 13 05:23:04 +0000 2024,Prabowo Tegaskan Dukungan untuk Kelanjutan Pembangunan IKN Saat Wawancara dengan Al Jazeera https://t.co/eIufCJ2Vsg
ViderYC,Mon May 13 05:22:40 +0000 2024,@wahyuhidayatSTR @detikcom Dananya kalau buat Tol bandara sama IKN gimana mau buat jalan. Tuh lihat solo dananya paling banyak padahal daerah terpencil masih banyak yg membutuhkan.
Thieryaryadi,Mon May 13 05:21:37 +0000 2024,@DoankWarto Ikn udah setengah jadi dimana sulit nya di implementasi.
mitzuo,Mon May 13 05:21:26 +0000 2024,@cinggaro @PraEquilibrium wowo aja ogah ngantor di IKN gibby ogah ngurusin maksi gratis...kompak darimana nya ya?
Jasril41964263,Mon May 13 05:18:40 +0000 2024,@DokterTifa Atau jangan IKN hanya sebagai bahan perdebatan untuk masyarakat??sehingga ada yg lebih penting terlupakan/tak terawasi 
sinuninuu,Mon May 13 05:15:14 +0000 2024,Giliran buat bikin rumah pejabat IKN bisa habis bermiliar-miliar. Giliran bikin cold chain supply buat nelayan sulit...
Orieangon,Mon May 13 05:14:00 +0000 2024,@DokterTifa IKN cuma buat cerita doang kali
kikagakuwoyo,Mon May 13 05:13:01 +0000 2024,@ubsansfess karna subsidinya buat bangun ikn buat indonesia emas 2069
SatuNusantara3,Mon May 13 05:08:27 +0000 2024,Pembangunan istana dan kantor presiden di IKN Rampung Juni 2024 https://t.co/xldjDLTkgD
NotLofigirll,Mon May 13 05:04:28 +0000 2024,@consensual2323 Di ikn?
kiladeug,Mon May 13 05:02:50 +0000 2024,@DokterTifa Status Jakarta sudah bukan ibukota negara. Tapi IKN Penajam belum siap huni. Pejabat menimbang setengah hati.
ManunggalBayu,Mon May 13 05:01:06 +0000 2024,Kemarin dana yg dipake buat bangun patung di IKN berapa milyar si ? Kayaknya lebih penting untuk memperbaiki masalah faskes deh
iamsuricruisee,Mon May 13 05:01:04 +0000 2024,@DokterTifa kamu aja ke ikn @naddsalsaa
tokoregal,Mon May 13 04:59:35 +0000 2024,yaa Allah astaghfirullahaladzim infrastruktur vital macam jalan mulus transum sama faskes harusnya dijadiin prioritas buat dibangun lebih dulu tapi duitnya malah lari ke IKN buat bangun rumah mewah mentri titipan hasil kesepakatan politik balas budi (ga semua but mostly)
DadangSuhe99641,Mon May 13 04:59:31 +0000 2024,@Nagashima_007 @BBerizik @blantik_pedhet2 Kalo gak laku sekalian saja IKN nya dijual mayan buat bekal hr tua
lilmewmew93,Mon May 13 04:59:11 +0000 2024,@iqbal_farabi Gk ngerti juga.. ikn entar jelek juga orang2 itu tetap cinta dengan para pejabat yg bikin ikn 
zeronol0,Mon May 13 04:57:48 +0000 2024,@alxdrevan @small_mofo_Mk2 Ngurek di ikn kapan lagi liat pns biasa di kota tetiba ngurek belut
Irwanto97175258,Mon May 13 04:56:42 +0000 2024,@DokterTifa Klu IKN gagal tangkap siapa penggagasnya krn telah menghamburkan uang negara yg dipinjam yg mengakibatkan banyak rakyat yg menderita.
SantaiAjaKek,Mon May 13 04:56:31 +0000 2024,@ummuibnrizq @LebahBorneoR @DokterTifa Orang2 di Jawa dikurangin biar pindah ikn. Kalo udh lumayan lega cina2 yg ganti penuhin lahan subur Jawa
lolipedofin,Mon May 13 04:55:47 +0000 2024,@untungruci @68Supriyono @DokterTifa Bener sih pendidikan kita kurang. Masih banyak orang goblok yang ga ngerti efek jangka panjang IKN.
kolektorGMC,Mon May 13 04:55:32 +0000 2024,@ARSIPAJA sebenernya gak perlu naikin pajak bbm listrik dll buat bayar utang IKN sama KCIC. cukup kalian para pejabat korupsinya dikurangi dikiiiiit aja. yang biasanya korupsi triliunan tolong cukup milyaran saja. itu sudah limayan ngurangi beban negara.
simpatisanPKS,Mon May 13 04:54:51 +0000 2024,@geloraco Kalo pembangunan ikn dikhawatirkan korbankan anggaran pendidikan ga?
bebas_175,Mon May 13 04:53:20 +0000 2024,@tvOneNews Buat bayar utang KCIC IKN dan bansos
RantaMiss,Mon May 13 04:51:55 +0000 2024,@DokterTifa Pdhal sy pribadi mrka segera hengkang dr jkt dok pindah sono k republik IKN..ya buat kakak tertualah..
Adith1188,Mon May 13 04:51:20 +0000 2024,@detikcom Akses jalan yg buruk. Fasilitas kesehatan kurang. yakkk duit pajak kita cuma dipake buat bangun IKN sama beli rubicon.
Blue_oceanan,Mon May 13 04:49:56 +0000 2024,@PakarINTELek Model gini cocok ke ikn bareng gerombolan 02 dan wiwi bisa bikin negara sendiri aja. Netizen yg waras rela kok
monyetpensiun,Mon May 13 04:49:48 +0000 2024,@sen69ama IKN JAYA JAYA!
matimunapster,Mon May 13 04:49:40 +0000 2024,@DokterTifa @gibran_tweet Nasibmu suul samsul ikn batal wkwk
woqie2,Mon May 13 04:43:36 +0000 2024,@DokterTifa Usul PRESIDEN CLUB aja diberi tempat tinggal di IKN
sinergimedia_,Mon May 13 04:41:19 +0000 2024,Setiap Penduduk yang Berencana Menikah di IKN Harus Dilakukan Pemeriksaan https://t.co/EXOI5tE8cx
DoddyarjunaM,Mon May 13 04:39:16 +0000 2024,@DokterTifa kan IKN bukan untuk indonesia tapi untuk rakyat singapura dan cina
adieskyman,Mon May 13 04:36:02 +0000 2024,@AsqaQaqa @txtdarikalsel Jalan2 ke Balikpapan atau ke IKN mampir di Halangan/Tabalong
ccff7feb0f6847e,Mon May 13 04:34:12 +0000 2024,@DokterTifa Enak di Ikn..di Ikn gak akan ada yg datang demo...jadi gak perlu lari kekandang itik...
Alminsulim,Mon May 13 04:33:35 +0000 2024,@BuddhisGL @GlHindu Om Bud jangan lawan orang yg ahli garis menggaris ingat dulu juga ada yg narik garis 2 titik antara Beijing dan IKN katanya lurus banget.
mush4r,Mon May 13 04:33:03 +0000 2024,ya Allah yg spt ini pemimpin lalai IKN jadi tidak akan ada lagi jalan yg buruk
EvonyKing173810,Mon May 13 04:30:40 +0000 2024,@detikcom MANA PENJILAT IKN KERETA CEPAT 
Legislator75,Mon May 13 04:29:54 +0000 2024,@MichelAdam7__ Kok dana IKN gak disebut? kata BAP tempo..dana ini jg bakal disabotase..tpi tunggu mukidi lengser dulu..
darusmoch,Mon May 13 04:26:46 +0000 2024,@DokterTifa Kelihatan kotornya pikiran mereka cuma mau ngeruk keuntungan dari proyek IKN yg akan dinikmati turun menurun sampai dunia kiamat.
TrinaryHelix,Mon May 13 04:25:37 +0000 2024,@ARSIPAJA Buat biaya IKN karena investor luar pada ogah. Kenapa pada ogah? Ya karena pemerintahnya sendiri wkwkwkwk
untungruci,Mon May 13 04:25:09 +0000 2024,@DokterTifa Cocok kalo cawapres saja yg ngantor di IKN sangat tepat
muz1qa,Mon May 13 04:24:58 +0000 2024,@detikcom IKN bikin rakyat susah
tajukflores,Mon May 13 04:24:11 +0000 2024,Destinasi Wisata Gua Tapak Raja Pesona Tersembunyi di Dekat IKN https://t.co/WCkDbOvqIX
DwiFebriii,Mon May 13 04:23:33 +0000 2024,@abangbelneg Kami warga Denpasar akan mengawal pembangunan IKN #IKNNusantara
ElidaGhoza89792,Mon May 13 04:23:27 +0000 2024,@MlayuTerus @DokterTifa Riweh bikin IKN mending buat kesejahteraan rakyat dlm pendidikan n ekonomi
GarudaVsNaga,Mon May 13 04:22:03 +0000 2024,Ini salah satu kendalanya pak @prabowo tolong jgn fokus kesana(IKN) juga. Pentingkan yg sedang membutuhkan hal utama. Seperti ibu hamil ini
Chodhoc9,Mon May 13 04:21:01 +0000 2024,@__AnakKolong @Sagita81774027 Bukan kah IKN itu salah satu mimpi Sukarno yg di wujudkan oleh permitah Jokowi ?
joopi_and,Mon May 13 04:20:25 +0000 2024,@T0M5helby Paling2 mangkrak tuh IKN sama makan siang gretong
imiss_your_gaze,Mon May 13 04:18:14 +0000 2024,@Al_Kauther01 Mending ikn di hapus aja. Itu baru mending.
Sanas99292362,Mon May 13 04:17:15 +0000 2024,@hamas191 Pas kali la itu pqkai topi capin di IKN
dnrahma4,Mon May 13 04:15:30 +0000 2024,@abangbelneg Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki keinginan untuk mengubah nasib bangsa dan mencapai kemajuan yang lebih baik. #IKNNusantara
maikeljuhan,Mon May 13 04:15:27 +0000 2024,@abangbelneg IKN Nusantara akan memperkuat ketahanan ekonomi dan mengurangi ketergantungan impor baja. #IbuKotaNegara
NLazfus,Mon May 13 04:13:22 +0000 2024,@abangbelneg IKN Nusantara akan meningkatkan daya saing Indonesia di kancah global. #IbuKotaNegara
dzikr_a,Mon May 13 04:13:19 +0000 2024,@abangbelneg Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki keinginan untuk mengubah nasib bangsa dan mencapai kemajuan yang lebih baik. #IbuKotaNegara
sujimprod,Mon May 13 04:01:57 +0000 2024,Membuktikan kembali ikn emang gak perlu banget modalnya bisa dipake yg lain. Wdym rumah menteri puluhan milyar 
PrasojoDid60912,Mon May 13 03:57:26 +0000 2024,@DokterTifa IKN buat TAMAN WISATA HUTAN bu dokter 
ganafmargi,Mon May 13 03:56:10 +0000 2024,Kalo urusan pantau memantau atau tekan menekan warga belajar saja ke negeri Tiongkok... dari memantau anak main game kapan mulai dan stop main https://t.co/9BPQlnc7qa Langkah pengaturan kependudukan ini juga sejalan dengan upaya pencegahan stunting di wilayah IKN.
WardoyoAldebar3,Mon May 13 03:55:15 +0000 2024,@Nagashima_007 @BBerizik @blantik_pedhet2 IKN itu proyek bagi bagi jabatan Proyek bagi bagi kekayaan negara &amp; kita akan jadi budak di negeri sendiri untuk nutupin hutang melalui pajak
zidannu_,Mon May 13 03:54:30 +0000 2024,Daripada buang duit buat IKN Daripada buang duit bikin berhala Dan daripada halu mau buat taxi terbang KENAPA gk terlebih dahulu benerin aja jalanan rusak kayak gini dan bikin faskes merata di seluruh pelosok Indonesia????
HanaChoki999,Mon May 13 03:53:47 +0000 2024,@ZayneBaddie Kalo gitu aku sambut dengan sepenuh hati. Aku tunggu di IKN 
sahrulmartenank,Mon May 13 03:50:59 +0000 2024,@DokterTifa Tapi rakyat disekitar ikn diusir...!!!??
Damayanti8721,Mon May 13 03:49:40 +0000 2024,@are_inismyname @BangJiih85 @jokowi @prabowo @gibran_tweet @P4P4B0W0_2024 @bengkeldodo @Ndons_Back @99propaganda @Kimberley_PS08 @IrawanRommi @MIrvanDarwin1 @florieliciouss @Bank_Joee_ @OppungTp Hutang malah menyengsarakan rakyat apa naik bahkan pajakpun naik. Hutang buat bangun IKN buat kereta cepat padahal ada yg lebih urgent dari itu rakyat bnyak yg kelaparan...paham buk
S_RawayanGalo,Mon May 13 03:49:28 +0000 2024,@DokterTifa Ikn buat cino
InfoPublikIP,Mon May 13 03:45:29 +0000 2024,Otorita IKN Dukung Canisius Collese Alumni Day https://t.co/TbB6XIxMC2
neelm_,Mon May 13 03:44:13 +0000 2024,uhhh besok IKN gini juga ga? soalnya kalo di kanan kiri cuma dikasih rafiya pada nabras trus bikin jalan undur2 alias itu aspal baru jdi malah di lewatin
virgoszx,Mon May 13 03:43:34 +0000 2024,@copid007 @iqbal_farabi gangguin ikn ga boleh tapi masyarakat adat diganggu dibiarin aja padahal kebijakannya bertentangan sama reforma agraria ‍
paryonotikas3,Mon May 13 03:43:07 +0000 2024,@DokterTifa Ikn ...ya nggo proyek... Sing penting jadi proyek...
geloraco,Mon May 13 03:41:43 +0000 2024,Telan Dana Rp4 2 Triliun Bandara VVIP IKN Hanya untuk Melayani Tamu Penting Negara Rakyat Tak Bisa https://t.co/VxVRGsoZVd
gojoscastello,Mon May 13 03:40:19 +0000 2024,@iknnewsantara @sociotalker Ini ngetweetnya dari IKN apa di Jakarta ?
AdiPramomo,Mon May 13 03:39:39 +0000 2024,@DokterTifa IKN hanya objeck dr sebuah proyek
jekaei,Mon May 13 03:38:03 +0000 2024,@vkookssky @bitiesfess gak ada IKN apa biar akunya deket wkwkwk
MasHanifAbdul,Mon May 13 03:37:34 +0000 2024,Uangnya dipake bikin rumah menteri di IKN 
harryfathoe111,Mon May 13 03:36:48 +0000 2024,@RagilSemar Buaya itu memang jago tipu. Tapi dia masih kalah jago dengan si raja tipu. Raja Buaya. Siapakah dia? Ayo yg bisa jawab dikasih kavling di IKN.
dia_lagih,Mon May 13 03:36:29 +0000 2024,@eddesign_ @Nagashima_007 @BBerizik @blantik_pedhet2 Mungkin untuk Hotel properti perumahan dan mall kan asn bakal banyak yg tinggal di sekitar ikn bang
DiraAndirasta,Mon May 13 03:34:29 +0000 2024,@detikcom Tetap aja IKN jadi prioritas mayoritas orang jawa dan kristen dan 58% pemilih prabowo lainnya.
wan_vice,Mon May 13 03:32:23 +0000 2024,@Anak_soleh_siap @YandraD31 Hmmm.. Jangan2 IKN tu maksudnya Indonesia aKan eNd. 
Oneseti39679091,Mon May 13 03:31:12 +0000 2024,@DokterTifa Yg penting dana cair proyek jalan dulu..cuan luber...masalah ada yg mau dn gak mau tinggal di IKN urusan belakangan aja.
Nan4_ecia,Mon May 13 03:31:03 +0000 2024,Pemerintah Denmark sudah sangat siap membantu Provinsi Kalimantan Timur utamanya daľam urusan serta berbaga isu lingkungan hidup dan berminat untuk investasi dalam pembangunan IKN Nusantara. https://t.co/uLqwDXrCGx
yanpanjie,Mon May 13 03:28:50 +0000 2024,@DokterTifa Wajar ogah-ogahan. Klo anggota DPR di JKT kan masih bisa keluyuran ke Mall ke karaoke ke diskotik. Klo di IKN?mentok kemah di hutan.. Mau karaoke ama monyet?
EmeldaMaimunah,Mon May 13 03:28:39 +0000 2024,@myyr131_3 Dia gunakan ikn je senanya. Dari awal lagi 
FransAlosius,Mon May 13 03:28:21 +0000 2024,@ferdinand_mpu Semua uang tersedot ke IKN...PSN hanyalah prioritas ke sekian
Ahmadalbughury,Mon May 13 03:24:15 +0000 2024,@Mdy_Asmara1701 IKN itu bancakan politikus dan pengusaha yang rakus yang orientasi nya cuma cuan walaupun merusak lingkungan
wiskais,Mon May 13 03:23:43 +0000 2024,@cybfess pernah (dulu) bahas ikn mental issue latsol kasus sam bo korupsi dll
Dandhy_Laksono,Mon May 13 03:22:02 +0000 2024,@windyariestanty IKN dong
wansofwan,Mon May 13 03:20:45 +0000 2024,@sociotalker Awal nya saya tdk setuju dengan ikn tapi karena sudah banyak ngabisin uang rakyat saya dukung biar jadi sayang duitnya yg sudah terpakai kalau mangkrak.
arddhe,Mon May 13 03:18:38 +0000 2024,@el_avraham negara IQ78 lebih mentingin bangun IKN drpada membangun masa depan bangsa
ro_lucky,Mon May 13 03:17:26 +0000 2024,@detikcom Lebih penting IKN lah
AnsoriA99505730,Mon May 13 03:16:53 +0000 2024,@DokterTifa IKN just for sontoloyo
newdaynewdumps,Mon May 13 03:15:33 +0000 2024,@wikicekut ikn paus
