username,created_at,full_text
posaktualcom,Wed May 15 06:05:35 +0000 2024,Kontradiksi IKN https://t.co/ZzV9AvQdN6 https://t.co/ZzV9AvQdN6
sijakbutodaaa,Wed May 15 06:03:48 +0000 2024,Apakah kita akan terus liat video2 kayak gini untuk beberapa tahun kedepan? :( kemaren ikan sekarang jagung terus korupsi yang di ikn. Besok2 apa?
indrianir,Wed May 15 06:03:30 +0000 2024,@fellexandro terus uang pajaknya dipake beli kendaraan dinas.. bikin rumah menteri di ikn..
allegory1318,Wed May 15 05:58:45 +0000 2024,IKN Menjadi Yang Pertama Miliki Tol Bawah Laut di Indonesia https://t.co/x81v70Io25
sasttr0,Wed May 15 05:56:07 +0000 2024,@unilubis Dudung dukung ikn ga ya? Jadian beliau satgas baliho di ikn
VanessaPadmana7,Wed May 15 05:55:50 +0000 2024,Prabowo Subianto Tegaskan Komitmennya Lanjutkan Pembangunan IKN. https://t.co/dtYybhrODw
raka_pratama09,Wed May 15 05:52:40 +0000 2024,@Joaquicordoba Kami warga Denpasar akan mengawal pembangunan IKN
dailyppang,Wed May 15 05:50:01 +0000 2024,POV warga sipil ke IKN: https://t.co/IaSl1z3nrr
wayangndeso77,Wed May 15 05:49:02 +0000 2024,@Boediantar4 ya kan emang ngejajah indonesia tuh ga perlu senjata.. cukup pake kertas kontrak investasi aja kan.. dulu voc dah sukses trus diakuisisi negara belanda jadi koloni.. sekarang udah dimakan rrc dimana2... dr tambang .. kreta yg ga butuh3 amat aja jd sarana ngutangin + lagi ikn 
delisa_aramita,Wed May 15 05:47:25 +0000 2024,@Joaquicordoba Ya Allah rasanya merinding bangetmudah mudahan allah memberikan kelancaran dalam pembangunan IKN dan Berhasil menjadi kota yang terbaik
Abdilla85013822,Wed May 15 05:42:00 +0000 2024,@CNNIndonesia Apakah jika IKN berhasil dibangun akan berdampak terhadap penurunan kemiskinan dan peningkatan pendidikan masyarakat??
indra_lesmna75,Wed May 15 05:41:35 +0000 2024,@Joaquicordoba IKN memperkuat semangat gotong royong dan solidaritas antarwarga dalam memajukan bangsa Indonesia
mawar_agustinii,Wed May 15 05:40:32 +0000 2024,@Joaquicordoba Kami warga Mamuju akan mengawal pembangunan IKN
TwoKidsNoJob40,Wed May 15 05:37:36 +0000 2024,Mungkin gak ya suatu hari nanti salah satu anggota paskibraka di Istana Negara pas 17 Agustus ada yg bercadar? Saya sih cm lihat keragamannya aja meski krg setuju dg cadar tpi akan lbih beragam pastinya paskibraka. Terus ngibarin benderanya di IKN atau JKT yak? https://t.co/5orsFfPm7B
azalea_khliqa,Wed May 15 05:35:56 +0000 2024,@Joaquicordoba Kami warga Banda Aceh mendukung pembangunan IKN Nusantara
ptwikagedungID,Wed May 15 05:34:26 +0000 2024,Pak Basuki Tinjau Progress Proyek RUSUN PASPAMRES IKN ️ https://t.co/D2sXecO9CS #WEGE #construction #IKN
Bonektenar,Wed May 15 05:33:49 +0000 2024,@Boediantar4 Emang IKN buat pemerintah Indonesia? Buat temen atau kakak tertua mereka bu
FreezeDvanrese,Wed May 15 05:33:02 +0000 2024,@fellexandro Bikin ikn lah pake nanya https://t.co/QyFPPo4mLO
unimessor,Wed May 15 05:29:29 +0000 2024,Maaf yah lagi ngurus IKN dulu :3
viavall6,Wed May 15 05:29:00 +0000 2024,Kehadiran IKN membawa berkah bagi daerah lain: Membangun sinergi membuka peluang dan mendorong kemajuan bersama #PLEDIS_PROTECT_JOSHUA Arsenal Tan Malaka Ortega Varane Musim Sarapan https://t.co/y8xaZ8JFCs
Mustafic_Khzan,Wed May 15 05:28:34 +0000 2024,Maju dan Modern ya paling Di masa depan luas Indonesia hanya mencakup Provinsi Jawa IKN Bali dan Sebagian Sumatra Utara (tanah Batak dsk) Sisa nya Digadaikan untuk membayar hutang dan Rusak hancur akibat tambang milik Para elit elit istana dan elit Jakarta 
phokyuki,Wed May 15 05:27:52 +0000 2024,APBN menipis kah sudah buat bikin IKN???
olina_risa,Wed May 15 05:26:30 +0000 2024,@Joaquicordoba Progres IKN membuktikan bahwa proyek ini bukan sekadar rencana tapi kenyataan.
Sechan112,Wed May 15 05:25:37 +0000 2024,Kehadiran mega proyek IKN sangat berpengaruh pada realisasi investasi di Kota Balikpapan. #LovelyRunnerEp12 Halo Butuh Spurs Kebangun https://t.co/drPZMMwvS9
ghifa121610,Wed May 15 05:25:35 +0000 2024,@anakodok2009 @mkusumawijaya Lebih mudah benahi IKN dulu baru daerah pelosok terpencil..
unilubis,Wed May 15 05:24:43 +0000 2024,Tampil khusus pakai foto dong. Ka BIN mendukung IKN. Cermin Transformasi Indonesia Menuju Negara Yang Maju dan Modern. Halaman depan Kompas hari ini https://t.co/1hPyDFBGvJ
yayasanmadani,Wed May 15 05:22:58 +0000 2024,Udah pernah dengar tentang proyek Kawasan Pangan Nusantara (KPN)? Salah satu Proyek Strategis Nasional buat memenuhi kebutuhan pangan Ibu Kota Nusantara (IKN) di Kalimantan Timur Niatnya sih bagus tapi affah iyah beneran bagus? Selengkapnya https://t.co/Blavvnd0KX https://t.co/3kp8Go14fB
naddsalsaa,Wed May 15 05:22:42 +0000 2024,meanwhile di IKN hihi puluhan rumah mewah baru pakai smartlock
nanddjun,Wed May 15 05:21:25 +0000 2024,Kemenko Polhukam RI terus berupaya membangun sistem pertahanan cerdas atau smart defense system di Ibu Kota Nusantara (IKN). #IKN #IKNNusantara #InvestasiIKN #IKNMajukanIndonesia #ekonomi https://t.co/dTZksMM5Rr
Kowi_Taperawati,Wed May 15 05:19:36 +0000 2024,Menurut gue yang perlu dibangun di IKN duluan itu lebih baik Rumah Sakit Jiwa daripada Istana dan rumah menteri https://t.co/EeO8PSDdka
akunrambat,Wed May 15 05:19:24 +0000 2024,@hajepentol Nnti kita minta artis ikn aja gmn
Jabarkabaran,Wed May 15 05:14:22 +0000 2024,Pemanfaatan Teknologi Drone dalam Proyek Ibu Kota Negara (IKN) Baru Indonesia https://t.co/BZta7URi1x
adnan_firdaus73,Wed May 15 05:14:06 +0000 2024,@Joaquicordoba semoga penataan kota ikn nusantara seperti kota BARCELONA DI SPANYOL rapi dan indah
fardiha_zulfa77,Wed May 15 05:12:42 +0000 2024,@meraaahputiiih Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki keinginan untuk mengubah nasib bangsa dan mencapai kemajuan yang lebih baik
goldweaning,Wed May 15 05:12:16 +0000 2024,Daripada bangun ikn mending buat subsidi bpjs biar bisa sekamar 1 org 
ismailaruman,Wed May 15 05:10:11 +0000 2024,Nasib IKN juga mirip tragis
ariani_mahela16,Wed May 15 05:02:19 +0000 2024,@meraaahputiiih Progres IKN menunjukkan koordinasi yang baik antara sektor publik dan swasta.
pinterpolitik,Wed May 15 05:00:01 +0000 2024,Hmmm apa mungkin pertemuan keduanya di IKN? Atau Pak Hasto yang belum ngeh kalau tahun ini upacara benderanya akan dilaksanakan di IKN? Share pendapat kalian di kolom komentar ya! #prabowosubianto #megawati #ikn #17agustus #infografis #pinterpolitik #politikindonesia https://t.co/whaKgD6mhp
saojiji1986,Wed May 15 04:57:42 +0000 2024,@meraaahputiiih Pindahnya IKN ke Kalimantan juga untuk mengantisipasi berbagai potensi bencana bancana #IbuKotaNegara
AkifahHayani,Wed May 15 04:56:21 +0000 2024,Prabowo Subianto Tegaskan Komitmennya Lanjutkan Pembangunan IKN. Tottenham Nahan Penthouse Qodari Ortega Sekjen PBB https://t.co/YdlE8tMP0f
AkifahMasyita,Wed May 15 04:55:16 +0000 2024,Sulbar Akan Jadi Penyuplai Produk Pangan Untuk IKN Kementan Beri Benih Gratis. Nahan Tottenham Penthouse Varane Qodari Kebangun https://t.co/QhYgffBkrx
ranii_dan,Wed May 15 04:54:33 +0000 2024,Testimoni Joki Lomba Legal Opini Studi Kasus Hukum Agraria Essay Tata Kelola Wilayah Studi Kasus IKN Analis Soal In Rush UT Hukum Administrasi Negara (HAN) Makalah Hukum Hak Asasi Manusia https://t.co/paoZSY11xy
AkifahAlshara,Wed May 15 04:54:11 +0000 2024,Presiden Terpilih Prabowo Subianto Tegas Bakal Lanjutkan IKN Nahan Penthouse Kebangun Qodari Ortega https://t.co/3SMc4wvgRN
zelmahelensia,Wed May 15 04:53:41 +0000 2024,Otorita IKN Nusantara Fasilitasi Lembaga Adat Dayak &amp; Paser Gelar Ritual Sebagai Upaya Pelestarian Tottenham Nahan Kebangun Qodari Sekjen PBB https://t.co/Gn8tLI1gpO
HelensiaMazzani,Wed May 15 04:52:28 +0000 2024,Menjelajahi Terowongan Multi Utilitas IKN Saluran yang Musnahkan Kabel Menggantung di Ibu Kota Nahan Penthouse Qodari Kebangun Sekjen PBB https://t.co/qZHAN9Zp4o
aguswds3,Wed May 15 04:52:02 +0000 2024,@tvOneNews Ngapain ngurusin jakarta wi...urusanmu kan IKN wkwkwk
Titin_Good_Girl,Wed May 15 04:50:05 +0000 2024,@meraaahputiiih IKN dapat menjadi platform yang memungkinkan kolaborasi antara pemerintah swasta dan masyarakat sipil dalam memajukan bangsa Indonesia. #PindahIbuKota
Gyabnera,Wed May 15 04:49:57 +0000 2024,@meraaahputiiih IKN Nusantara membuka peluang bisnis bagi startup dan perusahaan teknologi di Indonesia. #IKNNusantara
Gianminrea,Wed May 15 04:49:56 +0000 2024,@meraaahputiiih Dukungan terhadap IKN menunjukkan bahwa masyarakat Indonesia memiliki semangat dan tekad yang kuat untuk memajukan Indonesia. #IbuK
AboutIKN,Wed May 15 04:49:56 +0000 2024,Menembus Terowongan Multi Utilitas IKN Rapi dan Dilapisi Epoksi https://t.co/W3eyvyXpwq #Nusantara #IbuKotaNegara #IKN #Indonesia
YunizaHelensia,Wed May 15 04:48:43 +0000 2024,IKN Bakal Memiliki Memorial Park Terdapat Patung Sukarno-Hatta Hingga Api Abadi. Parangtritis Qodari Tottenham Arsenal Nahan Kebangun https://t.co/mOEYliAFSx
dancersejati07,Wed May 15 04:48:36 +0000 2024,Tugas pemerintah RI menurut UUD 45: melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia. Tapi kenapa kedaulatan kita dijebol oleh perusahaan2 Tiongkok tambang2 kita diangkutin Tiongkok dan IKN kita dipegang Tiongkok? #KedaulatanIndonesiaSOS https://t.co/vSjG58GLSK
KemalSubianto,Wed May 15 04:47:41 +0000 2024,Presiden Terpilih Prabowo Subianto Tegas Bakal Lanjutkan IKN Arsenal Tottenham Parangtritis Qodari Varane Sekjen PBB https://t.co/91OKLhzVdr
Liraerina,Wed May 15 04:46:59 +0000 2024,@meraaahputiiih Proyek IKN Nusantara akan menciptakan lapangan kerja yang signifikan di Indonesia. #IKNNusantar
RisanMarine,Wed May 15 04:46:51 +0000 2024,@meraaahputiiih Benar benar mendoakan agar IKN bisa dikerjakan dg lancar tuntas dan tdk banyak kendala..sehingga Indonesia melangkah ke step yg lebih tinggi.. #
Genvine2,Wed May 15 04:46:48 +0000 2024,@meraaahputiiih pembangunan IKN akan memperhatikan aspek lingkungan #IbuKotaNegara
Hayanisesilia,Wed May 15 04:46:29 +0000 2024,Otorita IKN Nusantara Fasilitasi Lembaga Adat Dayak &amp; Paser Gelar Ritual Sebagai Upaya Pelestarian Parangtritis Tottenham Nahan Qodari Ortega Kebangun https://t.co/7t30yGnE2A
gilangkebelet,Wed May 15 04:46:05 +0000 2024,Menjelajahi Terowongan Multi Utilitas IKN Saluran yang Musnahkan Kabel Menggantung di Ibu Kota Parangtritis Nahan Penthouse Sekjen PBB Qodari Rabu https://t.co/k338LoFBJJ
FunSeptiawan,Wed May 15 04:46:05 +0000 2024,@ZrahayuRahayu @kompascom Banyakin baca dah non dana hibah dr beliau .. ehh malah di korup pas minta dana lg buat IKN syekh ny gk mau wkwkwkw .. udh tau bakal di korup lg
eka_muslimin84,Wed May 15 04:45:58 +0000 2024,@Joaquicordoba IKN Nusantara mendukung pengembangan sumber daya manusia di bidang teknologi informasi
aditiya05878322,Wed May 15 04:38:19 +0000 2024,@detikcom @detikjabar_ Pindah aja ke IKN disana bangunan nya mewah kok
lutfithe13th,Wed May 15 04:37:54 +0000 2024,IKN itu mungkin hasil studi ke Singapore &amp; dapat kesimpulan: Lebih gampang menyejahterakan satu kota daripada satu negara kepulauan besar. Pempus konsen bangun satu kota aja biar kelihatan bagus lain2nya serahkan Pemda &amp; hukum alam. Pemerataan? Satu2nya yg rata cuma pohon2nya.
Poldakaltim,Wed May 15 04:37:02 +0000 2024,https://t.co/qjkwY1aqAN PPU Personil Satuan Tugas Operasi Nusantara Mahakam Polda Kaltim melaksanakan Patroli Kamtibmas secara intensif serta pengamanan di beberapa titik penting di kawasan Ibu Kota Negara (IKN). https://t.co/dbo1mCyXgK
AuSayidR,Wed May 15 04:16:38 +0000 2024,@yantolopex Lu mau pindah jadi warga IKN apa gimana dah?
ema1uel,Wed May 15 04:16:09 +0000 2024,@meraaahputiiih Tahniah Indonesia Maju Semoga semua dipermudahkan Tuhan Saya akan mengunjungi IKN satu hari nanti Salam harmoni dari Ipoh Perak Malaysia #PindahIbuKota
nanakantiyana,Wed May 15 04:15:22 +0000 2024,@fellexandro Pajaknya buat bangun fasilitas ikn wkwkw
dua_jempol2,Wed May 15 04:14:22 +0000 2024,@anakodok2009 @WasikBarlaman @Darling_chan13 @PernebangRoket Kapan taun ya IKN mulai merasa kota moderenya
ranikananaa,Wed May 15 04:12:10 +0000 2024,negara yg apa² msih fotocopy ktp pdhl itu sdh e-ktp sok²an bngun ikn njr YA ALLAH KPN AK BS PINDAH KE EUROPE
twtdaricici,Wed May 15 04:11:58 +0000 2024,harus dengan personal branding apalagi untuk menggaet mas2 jawa yg skr lg latsitarda di ikn itu? 
CiciAngsa2,Wed May 15 04:09:18 +0000 2024,IKN Hebat https://t.co/G294xnicIu
MayaA62580468,Wed May 15 04:00:09 +0000 2024,@tigerwood158 Itu dia. Jokowi pingin dpt nama stelah lengser. Mskipun IKN ad dlm UU tp tdk hrs dipksakan. Lihat keuangan negara ad ap tdk. Ambisi gede cuan gk PNYA. Skrg apa2 dinaikkan.
anakodok2009,Wed May 15 03:59:14 +0000 2024,@dua_jempol2 @WasikBarlaman @Darling_chan13 @PernebangRoket Mulai dr IKN dulu lah
Black_Envy09,Wed May 15 03:58:08 +0000 2024,@CNNIndonesia saya sih okay bapak ini jadi kepala PBB Skalian pindahin gedung PBB dari NYC ke IKN Patent kali
sutati_mayobot2,Wed May 15 03:55:31 +0000 2024,@meraaahputiiih IKN Nusantara dapat meningkatkan konektivitas digital dan mempercepat transformasi digital di Indonesia
pustakawin,Wed May 15 03:55:16 +0000 2024,berlaku juga nih besok kalau IKN dah jadi 
karina_sendy,Wed May 15 03:31:52 +0000 2024,Mentri PUPR memastikan jalan TOL IKN akan selesai tag || Parangtritis Penthouse Sunjae Qodari Sekjen PBB Kebangun BPJS Dilan Pagii Gojek prakerja Butuh || https://t.co/Zo8T7fZv1Z
zenhaneda1,Wed May 15 03:31:29 +0000 2024,@GiyantoWiyono tak kira DL IKN
Siaran_Jokowi,Wed May 15 03:31:26 +0000 2024,Keputusan presiden Jokowi untuk membentuk tim percepatan investasi Ibu Kota Nusanta IKN tag || Parangtritis Penthouse Sunjae Qodari Sekjen PBB Kebangun BPJS Dilan Pagii Gojek prakerja Butuh || https://t.co/7ZiPWgmvcV
LuwisAlfredo,Wed May 15 03:29:37 +0000 2024,Forum untuk investor investasi proses #Jokowi #IndonesiaMaju mempercepat IKN https://t.co/gO3DULxsNF
AliciaLessana,Wed May 15 03:27:32 +0000 2024,@meraaahputiiih IKN Nusantara akan memperk
mariambajry,Wed May 15 03:27:22 +0000 2024,#IndonesiaMaju Forum investor percepat untuk IKN #Jokowi dibentuk investasi di Indonesia https://t.co/V97qqNoup5
Entongpangki,Wed May 15 03:25:38 +0000 2024,@RelaxaID 'Relaxa Barley' ada di pulau yang sama dengan IKN (Ibu Kota Negara) yaitu Pulau Kalimantan .
yoana_sihombing,Wed May 15 03:25:36 +0000 2024,@meraaahputiiih Tahniah Indonesia Maju Semoga semua dipermudahkan Tuhan Saya akan mengunjungi IKN satu hari nanti Salam
alpirna,Wed May 15 03:25:20 +0000 2024,Forum untuk proses investasi investor IKN mempercepat #IndonesiaMaju #Jokowi https://t.co/i9JigUOyiv
radith2010,Wed May 15 03:23:06 +0000 2024,IKN investor investasi dibentuk percepat Forum di #Jokowi untuk Indonesia #IndonesiaMaju https://t.co/K4UL9XsKsA
natonatiri,Wed May 15 03:22:37 +0000 2024,@meraaahputiiih IKN + ACWA Power = sustainability goals IKNNusantara #PindahIbuKota
irmasusanti5785,Wed May 15 03:22:34 +0000 2024,@meraaahputiiih Pembangkit listrik hijau ACWA janji masa depan yang lebih cerah untuk IKN IKNNusantara #IKNNusantara
ferdi_simbi4,Wed May 15 03:20:25 +0000 2024,@meraaahputiiih Kami warga Semarang akan mengawal pembangunan IKN
ranofardian,Wed May 15 03:18:55 +0000 2024,Forum investor IKN dibentuk untuk percepat investasi di Indonesia #Jokowi #IndonesiaMaju https://t.co/Ae0AgZNvR0
mr_eKID,Wed May 15 03:15:54 +0000 2024,@Boediantar4 @Puspen_TNI udah pasrah? mau gimana lagi? seharusnya yang menolak keras IKN itu @Puspen_TNI karena pertahanan negara itu ranah wilayah nya bukan?
MonicaHasaniy,Wed May 15 03:14:40 +0000 2024,Keputusan presiden Jokowi untuk membentuk tim percepatan investasi Ibu Kota Nusanta IKN tag salma nabila dilan kalo #instagramdown udah kebangun yuk ke parangtritis rabu pagii ini soalnya qodari butuh sarapan buat prakerja https://t.co/N8ymIxn4PW
AhmadAhlan10,Wed May 15 03:14:13 +0000 2024,IKN Nusantara harus wajib didukung demi masa depan Indonesia https://t.co/f8wLBcsiDK
ardianTaka,Wed May 15 03:11:13 +0000 2024,Kan harapannya setelah ada IKN disana masalah kayak gini akan teratasi. Gitu lho harapannya. #ehem #uhuk
BelengFull,Wed May 15 03:09:59 +0000 2024,@PngAdilnR4kyt Dah terbukti ...liat tuh IKN dikaltim dan sekitar dibangun dan diperuntukkan utk siapa??? Yahh sudah lah
AnemHeritage,Wed May 15 03:09:30 +0000 2024,@jenny_soleha Silahkan kalau mau pindah ke ikn
_rwis26,Wed May 15 03:07:39 +0000 2024,@astrayoracle @fellexandro apalagi rumah mewah di ikn yang ditempati gak full juga
muslim_zone,Wed May 15 03:03:36 +0000 2024,Ejek Gibran dan Jokowi dr Tifa Usul: Angkat Bapaknya Jadi Penasihat Wapres Ngantor dan Tinggal di IKN https://t.co/mLEjTG63oc https://t.co/7h3SWdhabk
Ganjaran432,Wed May 15 03:01:02 +0000 2024,KUNKER Pak Sandi di iKN D Rabu Siang pagii parangtritis sekjen pbb gojek aduk pbjs PBB Penthouse Qodari Tottenham 6 Miliar Hadiah Gratis #FansWindahBasudara 小田急人身事故 https://t.co/k6SvUznnU1
ina_mandasari1,Wed May 15 03:00:12 +0000 2024,@meraaahputiiih Keberhasilan ini memberikan keyakinan bahwa IKN dapat menjadi pendorong pertumbuhan.
tanjakanturun,Wed May 15 02:59:36 +0000 2024,Ke IKN pak
LoyaLoy71780404,Wed May 15 02:58:23 +0000 2024,@T0M5helby Indonesia KORUPTOR DILINDUNGI RAKYAT DIKEBIRI PEMIMPINYA BISANYA NGUTANG TAPI NDA BISA BAYAR...!! KATANYA BERPRESTASI... !! 10 THN KERJA APA... BUAT RAKYAT ...? BANGUN JLN TOL SAMA IKN..
ujbslayfm,Wed May 15 02:56:22 +0000 2024,@sofiesyarief ikn itu bukan hasil kerja keras owi tapi kerja keras bea cukai
LaporSehat,Wed May 15 02:55:50 +0000 2024,Hal ini menjadi tantangan pemerintah untuk merealisasikan target penurunan persentase stunting ke 14 persen sekaligus menyelesaikan masalah kesenjangan jika IKN sudah selesai terbangun. #LaporSehat #LaporIklim #IKN #Stunting https://t.co/xghhOWpWod
FauziyahRohani_,Wed May 15 02:55:27 +0000 2024,Gedung Pencakar Langit di IKN. D Rabu Siang pagii parangtritis sekjen pbb gojek aduk pbjs PBB Penthouse Qodari #FansWindahBasudara https://t.co/tmezha7A2W
KennyDeano,Wed May 15 02:54:08 +0000 2024,@meraaahputiiih Keren Banget IKN Nusantara! Semoga tahun 2045 proyek IKN Nusantara 100% Rampung Aamiin #IbuKotaNegara
DwiLizabeth,Wed May 15 02:52:12 +0000 2024,@meraaahputiiih pembangunan IKN akan memperhatikan aspek lingkungan #IKNNusantara
sonswsw,Wed May 15 02:52:03 +0000 2024,@Rebeliouskacaw @O5Bravo hutan monokultur itu sama seperti IKN harusnya ga merusak ekosistem
nomerorae,Wed May 15 02:51:33 +0000 2024,@YandraD31 @PartaiPAN setuju.bawa aja mukidi ke IKN..dan jadikan presiden disana seumur hidup dia kan seneng tuh..tp jangan main¹ ke daerah lain terutama Jakarta.
quitquitequiet,Wed May 15 02:51:11 +0000 2024,@fellexandro Pajaknya buat project IKN yang cuman bisa dinikmati pemerintah dong https://t.co/fDY7bBR7IF
HidayatullahGT,Wed May 15 02:49:56 +0000 2024,PROF BAMBANG SUSANTONO: IKN BUTUH SDM BERAKHLAK DI SINILAH PERAN HIDAYATULLAH https://t.co/m4oJhsUO1C #IKN #OIKN #ibukotanegara #Nusantara #Kaltim #GunungTembak #Indonesia #akhlak #etika #BAMBANGSUSANTONO #hidayatullah https://t.co/zClCVmtJBH
JokowiTeguh,Wed May 15 02:48:32 +0000 2024,Keputusan presiden Jokowi untuk membentuk tim percepatan investasi Ibu Kota Nusanta IKN tag || Parangtritis Qodari Sekjen PBB Ortega Sunjae BPJS prakerja Kebangun Pagiii || https://t.co/Crul6mzrXL
jefri_qobr1,Wed May 15 02:47:25 +0000 2024,@meraaahputiiih Semoga keamanan di IKN tetap terjaga ngeri ada penyusup/teoris dll lewat hutan hutan
hcbestie,Wed May 15 02:45:08 +0000 2024,@fellexandro #KemanaPajakKita ? Buat bangun bandara vvip sama rumah menteri 14 miliar di ikn
SangPrabu123456,Wed May 15 02:43:07 +0000 2024,@arifin34533 Dimutasi ke IKN aj biar ketemu orang dayak
idnws_com,Wed May 15 02:39:14 +0000 2024,Bisakah IKN menjadi contoh RI di dalam penanganan stunting #presiden2024 #putusanmk #sidangmk https://t.co/cFkiOIg3eM
mrshananto,Wed May 15 02:32:58 +0000 2024,@mchiell Ya itu IKN 
indra_mulyana9,Wed May 15 02:31:36 +0000 2024,@meraaahputiiih IKN Nusantara memungkinkan terciptanya ekosistem inovasi dan teknologi yang berkelanjutan
anisa_putri04,Wed May 15 02:30:26 +0000 2024,@meraaahputiiih IKN dapat menjadi momentum penting untuk memperkuat persatuan dan kesatuan dalam membangun Indonesia yang lebih maju dan sejahtera
Beep_Bipp,Wed May 15 02:29:46 +0000 2024,@fellexandro Buat perumahan ikn
FSufendra,Wed May 15 02:28:18 +0000 2024,Pindah Ke IKN DPR Ogah-ogahan https://t.co/0ZToOeMa8h
paulusiman,Wed May 15 02:27:55 +0000 2024,@fellexandro buat nyicil rubicon bangun IKN maksi gratis bayar gaji pensiunan DPR seumur hidup bayar gaji PNS di kemenkominfo buat block website.
___alynra,Wed May 15 02:27:13 +0000 2024,@fellexandro Dan lebih memilih membangun monumen dan rumah dinas mentri harga fantastis di IKN. Rakyat yg mana sebenernya yg mau diwakili sih 
Zendral1202,Wed May 15 02:27:04 +0000 2024,@ferdiriva Smg Mobil terbang g cm di IKN
rifkarip,Wed May 15 02:25:54 +0000 2024,Keanwhile di luar jawa sepi bener ini jalanan anying sepalih emg jakartanya yg udah terlalu penuh makanya w setuju ikn karena biar birokratnya pindah
ezmei18,Wed May 15 02:07:59 +0000 2024,Trotoar untuk pejalan kaki di IKN Nusantara #IKN https://t.co/AULsxaei6M
MichelAdam7__,Wed May 15 02:05:53 +0000 2024,@JaeKodok @berkasih_m63350 Biar Gibran dan Pejabat-pejabat PDIP yang berkantor di IKN. Jokowi dan PDIP Puan Maharani yang ngotot ketok palu UU IKN bukan? #KedaulatanIndonesiaSOS #KedaulatanIndonesiaSOS
hcleeychin,Wed May 15 02:05:37 +0000 2024,@woocherrys Biar makin panik boss devisiku jg omongannya gak jauh jauh dari buruan urus akre nnti devisi pdti pada ke ikn mo minta bantu siapa WKWKWKWKWK
BuanaAndri1,Wed May 15 02:05:27 +0000 2024,IKN Nusantara akan menjadi pusat peradaban baru bukan saja di level nasional tapi di tingkatan dunia. Hal ini akan menjadi kebanggaan semua masyarakat Indonesia. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/PIyUhLdOcA
ZelinePatricia,Wed May 15 02:04:03 +0000 2024,Pertama kali hadir di Indonesia jalan tol bawah laut akan segera dibangun di Ibu Kota Nusantara (IKN). Pembangunan tol bawah laut akan menjadi infrastruktur terkeren yang ada di IKN dan tentunya akan menghabiskan dana yang sangat fantastis. #iknnusantara #indonesiamaju https://t.co/ClKZEbTLuH
tugiman_hidayat,Wed May 15 02:03:09 +0000 2024,@meraaahputiiih Keren Banget IKN Nusantara Semoga tahun 2045 proyek IKN Nusantara 100% Rampung Aamiin
_glgg,Wed May 15 02:02:35 +0000 2024,But Bangun IKN
farhad_hermawan,Wed May 15 02:00:16 +0000 2024,@meraaahputiiih Benar benar mendoakan agar IKN bisa dikerjakan dg lancar tuntas dan tdk banyak kendalasehingga Indonesia melangkah ke step yg lebih tinggi
vanesha_rikaa,Wed May 15 02:00:06 +0000 2024,@meraaahputiiih Kami warga Mataram mendukung pembangunan IKN Nusantara
hana_farida19,Wed May 15 01:59:23 +0000 2024,@meraaahputiiih Progres IKN menciptakan kesempatan besar untuk pertumbuhan ekonomi yang berkelanjutan.
tempodotco,Wed May 15 01:59:08 +0000 2024,Top 3 Tekno: Risiko Bencana di Lembah Anai Studi HAM Soal IKN dan Korban Banjir Sumbar https://t.co/PcGKcHvU1P #TempoTekno
absya_qoriyah,Wed May 15 01:59:00 +0000 2024,@meraaahputiiih IKN Nusantara membuka peluang kerja di sektor energi dan sumber daya alam
Nugrohoss92,Wed May 15 01:58:40 +0000 2024,@fellexandro Demi ikn kayak gini pemerimtah... Tega andaaa....
fela_nuhani,Wed May 15 01:57:51 +0000 2024,@meraaahputiiih Kami warga Bandung akan mengawal pembangunan IKN
xrsmxrs_,Wed May 15 01:57:46 +0000 2024,dari sektor transportasi pelayanan kesehatan sampe kestabilan harga pangan satupun gaada yg bisa diperbaiki sm pemerintah trus #KemanaPajakKita? gausahlah mikirin ikn ini dulu aja diperbaikin tolong lah
ummatsalatiga,Wed May 15 01:56:47 +0000 2024,Hampir sama dengan proyek IKN kita
anaanne6,Wed May 15 01:55:42 +0000 2024,@indepenSumatera Masih ngejar IKN bro gatau saiya...
Andika31292572,Wed May 15 01:55:38 +0000 2024,@sasaranbina @DrEvaChaniago sama om saya yang jadi kota penyangga ikn ngeluh kalau ada pejabat lewat. jadi macet jalanan + terlambat untuk kerja/pulang kerja
calamaki_VI,Wed May 15 01:54:33 +0000 2024,@fellexandro @ridhoharley Udh lah bang mo spikup gmn lg.. pas ajang pemilu kmrn masalah public transport perkotaan sempet trending jg. Tp yaa gitu kalah populer sm diskusi kelanjutan IKN &amp; maksi gratis 
chocolatyaa,Wed May 15 01:54:22 +0000 2024,@meowlcat Dan mereka bahkan nggak bayar apa2 buat dapet rumah mewah ikn.. modal kerja kaga bener nyusahin rakyat aja dapet akses dan pelayanan no.1 ... 
kala_kurniawan,Wed May 15 01:54:04 +0000 2024,@meraaahputiiih Banyak investor global yang sudah berkomitmen untuk menanamkan modalnya di IKN Nusantara
ridwan_habibi7,Wed May 15 01:53:45 +0000 2024,@meraaahputiiih Harapanku semoga ikn di Kalimantan ini bisa menjadi seperti jepang yang bersih dari sampahdan maju dengan adanya trobosan berbasis tenaga listrik &amp; robotik
