Unnamed: 0,full_text,created_at,cleaned
0,Inilah 2 unit Rumah Tapak Jabatan Menteri yang sudah rampung di IKN dan akan menyusul beberapa rumah Tapak lainnya. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/VdvsbgBZmL,Fri Mar 29 11:48:49 +0000 2024,Inilah 2 unit Rumah Tapak Jabatan Menteri yang sudah rampung di IKN dan akan menyusul beberapa rumah Tapak lainnya    
1,Alhamdulillah terima kasih berkenan mengunjungi kantor @Danone Indonesia pak Prof Rudi beserta jajaran @FahutanUnmul @unmul. Semoga kolaborasi pengembangan miniatur hutan tropis di @ikn_id diberikan kelancaran. #Sustainability #ibukotanusantara #ikn https://t.co/4wGh1tGkQh,Fri Mar 29 02:34:41 +0000 2024,Alhamdulillah terima kasih berkenan mengunjungi kantor  Indonesia pak Prof Rudi beserta jajaran   Semoga kolaborasi pengembangan miniatur hutan tropis di  diberikan kelancaran    
2,Pengamat Kritik 2 Proyek Milik Konglomerat Pendukung IKN Nusantara Jadi PSN Apa Urgensinya? #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN https://t.co/yZtGJfWeNl lewat @tribunkaltim,Thu Mar 28 23:39:00 +0000 2024,Pengamat Kritik 2 Proyek Milik Konglomerat Pendukung IKN Nusantara Jadi PSN Apa Urgensinya         lewat 
3,Wow‼️Terlihat dari pinggir jalan Gedung-gedung menjulang tinggi di kawasan IKN Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #rusunbindanpolri #sepaku #ibukotanusantara #borneo #kalimantan #indonesiaindah https://t.co/csWwchjLdX,Thu Mar 28 06:04:01 +0000 2024,Wow‼️Terlihat dari pinggir jalan Gedunggedung menjulang tinggi di kawasan IKN Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN         
4,Waktu ngedrone roll off trafo PLN di pelabuhan IKN Kalimantan Timur sekuriti berpesan jangan lama2 berdiri di pinggir sungai krn masih banyak buayanya #jrlproduction #dronepilot #ibukotanusantara https://t.co/Gw91Lqg7Ri,Thu Mar 28 03:03:32 +0000 2024,Waktu ngedrone roll off trafo PLN di pelabuhan IKN Kalimantan Timur sekuriti berpesan jangan lama2 berdiri di pinggir sungai krn masih banyak buayanya    
5,Usulan DPR tak Ikut Pindah ke IKN Nusantara Disorot Ekonom: Investor dan Pelaku Usaha Juga Ragu #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #DPR https://t.co/75Brunza7S lewat @tribunkaltim,Wed Mar 27 03:18:10 +0000 2024,Usulan DPR tak Ikut Pindah ke IKN Nusantara Disorot Ekonom Investor dan Pelaku Usaha Juga Ragu          lewat 
6,Suasana Proyek Pembangunan Bandara VVIP IKN apakah ada perubahan ⁉️ Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #bandara #bandaravvipikn #sepaku #ibukotanusantara #penajam #borneo #kaltim #kalimantan #indonesia https://t.co/UxA2H06xzw,Wed Mar 27 02:48:24 +0000 2024,Suasana Proyek Pembangunan Bandara VVIP IKN apakah ada perubahan ⁉️ Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN           
7,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom: Berat Beban ABPN #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #APBN #Investor #APBN https://t.co/5dikIH1DIe lewat @tribunkaltim,Tue Mar 26 23:39:00 +0000 2024,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom Berat Beban ABPN          lewat 
8,Inilah Hunian ASN 4 yang mana pembangunan nya semakin masif di IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/el8ZDbPlnO,Tue Mar 26 13:56:24 +0000 2024,Inilah Hunian ASN 4 yang mana pembangunan nya semakin masif di IKN    
9,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom: Berat Beban ABPN #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #APBN #Investor #APBN https://t.co/5dikIH15SG lewat @tribunkaltim,Tue Mar 26 11:47:44 +0000 2024,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom Berat Beban ABPN          lewat 
10,Suasana pagi yang indah dilokasi pembangunan Hunian Rusun Polri dan BIN di IKN Nusantara. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/kPO2GXmQXw,Tue Mar 26 07:42:33 +0000 2024,Suasana pagi yang indah dilokasi pembangunan Hunian Rusun Polri dan BIN di IKN Nusantara    
11,Bersama-sama kita merangkul perubahan menuju masa depan yang lebih cerah bersama IKN Nusantara ... . Let's embrace the future together ! . https://t.co/A6vGACYsNs . #pusdajatim #OptimisJatimBangkit #jatimcettar #jawatimur #IbuKotaNusantara #PerubahanBerkualitas #IndonesiaMaju,Tue Mar 26 06:39:12 +0000 2024,Bersamasama kita merangkul perubahan menuju masa depan yang lebih cerah bersama IKN Nusantara   Lets embrace the future together           
12,Yuks‼️kita jalan-jalan menelusuri proyek pembuatan Bandara VVIP IKN. Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #bandara #bandaravvipikn #sepaku #ibukotanusantara #penajam #borneo #kalimantan #indonesia https://t.co/ikHRPJiuOr,Tue Mar 26 04:43:54 +0000 2024,Yuks‼️kita jalanjalan menelusuri proyek pembuatan Bandara VVIP IKN Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN           
13,Inilah Mini Amphitheater ditengah Sumbu Kebangsaan Ibu Kota Nusantara. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/3iArR6ekKv,Mon Mar 25 22:33:35 +0000 2024,Inilah Mini Amphitheater ditengah Sumbu Kebangsaan Ibu Kota Nusantara    
14,Inilah kawasan Gedung-gedung Kementerian di IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/hhBUJhEEJZ,Mon Mar 25 14:40:59 +0000 2024,Inilah kawasan Gedunggedung Kementerian di IKN    
15,Jokowi Tetapkan 2 Proyek Milik Konglomerat yang Bantu IKN Nusantara Jadi PSN Janji Pemerintah #Jokowi #konglomerat #PSN #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur https://t.co/wX5u8iXuVH lewat @tribunkaltim,Mon Mar 25 13:21:37 +0000 2024,Jokowi Tetapkan 2 Proyek Milik Konglomerat yang Bantu IKN Nusantara Jadi PSN Janji Pemerintah           lewat 
16,Suasana Jembatan Pulau Balang IKN Terkini ⁉️ MasyaAllah indahnya pemandangan . Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #jembatanpulaubalang #ibukotanusantara #penajam #kalimantan #indonesia https://t.co/HyHQTJ6lVV,Mon Mar 25 08:41:34 +0000 2024,Suasana Jembatan Pulau Balang IKN Terkini ⁉️ MasyaAllah indahnya pemandangan  Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN        
17,Ibu Kota Nusantara merupakan kota masa depan Indonesia yang melambangkan kemajuan keberlanjutan dan kekayaan budaya. Sebagai pusat peradaban baru kota ini menggambarkan kesatuan dalam keberagaman di mana cita-cita bertemu dengan kenyataan. #humassulsel #IbuKotaNusantara https://t.co/m5zumvEVAE,Mon Mar 25 06:20:20 +0000 2024,Ibu Kota Nusantara merupakan kota masa depan Indonesia yang melambangkan kemajuan keberlanjutan dan kekayaan budaya Sebagai pusat peradaban baru kota ini menggambarkan kesatuan dalam keberagaman di mana citacita bertemu dengan kenyataan   
18,Kepala Otorita (IKN) Bambang Susanto menyebut pemerintah berencana melakukan uji coba konsep mobil terbang. Selain transportasi canggih ia mengungkapkan konsep tiang listrik penunjuk arah yang bisa menjawab ketika ditanya manusia. #IKN #IbuKotaNusantara #mobilterbang https://t.co/1y9JZTPyzJ,Mon Mar 25 02:21:03 +0000 2024,Kepala Otorita IKN Bambang Susanto menyebut pemerintah berencana melakukan uji coba konsep mobil terbang Selain transportasi canggih ia mengungkapkan konsep tiang listrik penunjuk arah yang bisa menjawab ketika ditanya manusia    
19,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN #konglomerat https://t.co/TZf9Ybjvc3 lewat @tribunkaltim,Mon Mar 25 00:09:00 +0000 2024,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional          lewat 
20,Inilah Teras Cakrawala tepat didepan Istana Negara tempat pejalan kaki menikmati keindahan alam Ibu Kota Nusantara. Vt/Video: Warga Nusantara #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/93IfytrMNy,Sun Mar 24 23:58:09 +0000 2024,Inilah Teras Cakrawala tepat didepan Istana Negara tempat pejalan kaki menikmati keindahan alam Ibu Kota Nusantara VtVideo Warga Nusantara    
21,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN #konglomerat https://t.co/TZf9Ybk31B lewat @tribunkaltim,Sun Mar 24 15:02:10 +0000 2024,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional          lewat 
22,Inilah Jembatan Pulau Balang penghubung antara Balikpapan dengan IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/cCODTi0Gj8,Sun Mar 24 14:32:43 +0000 2024,Inilah Jembatan Pulau Balang penghubung antara Balikpapan dengan IKN    
23,Duplikasi Jembatan Pulau Balang di IKN ⁉️ Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #jembatanpulaubalang #ibukotanusantara #penajam #peapaser #borneo #kaltim #kalimantan #indonesia #indonesiaindah https://t.co/R7R3wWYnwg,Sun Mar 24 05:14:28 +0000 2024,Duplikasi Jembatan Pulau Balang di IKN ⁉️ Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN            
24,Inilah Rusun Polri di IKN dan akan rampung pada pertengahan tahun 2024. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/RF9Qylq4DQ,Sat Mar 23 23:21:56 +0000 2024,Inilah Rusun Polri di IKN dan akan rampung pada pertengahan tahun 2024    
25,Dewan Perwakilan Rakyat (DPR) sempat menolak untuk pindahkan ke IKN. Diusulkan agar ada ketetapan Jakarta menjadi daerah khusus ibu kota legislatif. #ikn #dpr #ibukotanusantara #balegdpr https://t.co/Kfv6RMbHgU,Sat Mar 23 15:06:14 +0000 2024,Dewan Perwakilan Rakyat DPR sempat menolak untuk pindahkan ke IKN Diusulkan agar ada ketetapan Jakarta menjadi daerah khusus ibu kota legislatif     
26,Inilah Rumah Tapak Jabatan Menteri di IKN dan 2 Unit Rumah telah siap huni. #ibukotanusantara #infrastrukturikn #rumahtapakjabatanmenteri https://t.co/8Spdwf8e5f,Sat Mar 23 14:29:21 +0000 2024,Inilah Rumah Tapak Jabatan Menteri di IKN dan 2 Unit Rumah telah siap huni    
27,Inilah lokasi pembangunan Hunian ASN di IKN terlihat asri dan indah. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/pjn0H3UmW7,Sat Mar 23 05:30:50 +0000 2024,Inilah lokasi pembangunan Hunian ASN di IKN terlihat asri dan indah    
28,Inilah proses pembangunan Terminal Bandara VVIP IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/5kvxX7DXfC,Fri Mar 22 15:03:46 +0000 2024,Inilah proses pembangunan Terminal Bandara VVIP IKN    
29,JPKP Minta Status Tersangka 9 Petani Dibatalkan tak Berniat Halangi Bandara VVIP IKN Nusantara #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #BandaraVVIPIKNNusantara https://t.co/pJ3qxT9tbK lewat @tribunkaltim,Fri Mar 22 14:51:19 +0000 2024,JPKP Minta Status Tersangka 9 Petani Dibatalkan tak Berniat Halangi Bandara VVIP IKN Nusantara         lewat 
30,Sulsel sejak dulu disebut punya hubungan baik lintas sektorar dengan Kalimantan Timur apalagi dengan keberadaan IKN saat ini. #layarnews #referensi #berita #news #bahtiarbaharuddin #ibukotanusantara #kalimantantimur #pemprovsulsel https://t.co/O7K6PGSUyV,Fri Mar 22 13:01:02 +0000 2024,Sulsel sejak dulu disebut punya hubungan baik lintas sektorar dengan Kalimantan Timur apalagi dengan keberadaan IKN saat ini         
31,Inilah lokasi Lapangan Upacara Istana Negara dan Kantor Presiden di IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/MbZrFPtf6S,Fri Mar 22 07:20:26 +0000 2024,Inilah lokasi Lapangan Upacara Istana Negara dan Kantor Presiden di IKN    
32,#BuletinBernama: Tiga syarikat tempatan bakal menjadi perintis kepada kemunculan syarikat Malaysia dalam projek terbesar Indonesia ketika ini iaitu Ibu Kota Nusantara (IKN). #digitalbernamatv #malaysia #indonesia #ikn #ibukotanusantara https://t.co/uT9Hhpu8fh,Fri Mar 22 03:54:47 +0000 2024, Tiga syarikat tempatan bakal menjadi perintis kepada kemunculan syarikat Malaysia dalam projek terbesar Indonesia ketika ini iaitu Ibu Kota Nusantara IKN      
33,Daftar 2.505 ASN dari 25 K/L yang Siap Pindah ke IKN Nusantara 247 ASN Mutasi ke Otorita Maret 2024 #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #otorita https://t.co/CkrC5AauQm lewat @tribunkaltim,Thu Mar 21 23:39:00 +0000 2024,Daftar 2505 ASN dari 25 KL yang Siap Pindah ke IKN Nusantara 247 ASN Mutasi ke Otorita Maret 2024         lewat 
34,Inilah penampakan Jalan Kerja IKN bersebelahan dengan Jalur Hauling Kayu Eucalyptus di KIPP 1B. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/I6EyWQc3o8,Thu Mar 21 15:25:02 +0000 2024,Inilah penampakan Jalan Kerja IKN bersebelahan dengan Jalur Hauling Kayu Eucalyptus di KIPP 1B    
35,Update tgl 28/09/2023 Ini adalah penampakan Jalan Sumbu Kebangsaan Sisi Barat dan Kemenko 4 pada waktu 5 bulan yang lalu. #ibukotanusantara #infrastrukturikn #ikn https://t.co/G1jUbGFUkm,Thu Mar 21 08:30:55 +0000 2024,Update tgl 28092023 Ini adalah penampakan Jalan Sumbu Kebangsaan Sisi Barat dan Kemenko 4 pada waktu 5 bulan yang lalu    
36,Anggaran Otorita IKN Nusantara Terdampak Kebijakan Blokir Kemenkeu sebesar Rp 21 7 T #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #OIKN #OtoritaIKN https://t.co/hu97OmCIha lewat @tribunkaltim,Tue Mar 19 06:26:30 +0000 2024,Anggaran Otorita IKN Nusantara Terdampak Kebijakan Blokir Kemenkeu sebesar Rp 21 7 T          lewat 
37,Bahas kisah horor di podcast lentera maghribnya bang James ngeri banget ya tumbal proyek ambisius raja akhir masa jabatan #ikn #ibukotanusantara #tumbalproyek #komikakalsehat #fyp #fypシ https://t.co/dix8lohdda,Tue Mar 19 06:07:02 +0000 2024,Bahas kisah horor di podcast lentera maghribnya bang James ngeri banget ya tumbal proyek ambisius raja akhir masa jabatan       
38,Inilah Jalan Akses Bandara VVIP IKN. #ibukotanusantara #infrastrukturikn #bandaravvipikn https://t.co/AonozKq6R3,Tue Mar 19 00:37:46 +0000 2024,Inilah Jalan Akses Bandara VVIP IKN    
39,Apakah ketika membuat UUIKN DPR tdk memikirkan juga bhw mereka bisa terkena dampaknya? Stlh ini siapa lagi yg tidak mau pindah ke IKN? Apakah ASN punya opsi untuk menolak? Yaa kalau masih banyak yg setengah hati buat apa buru2 pindah atuh..#ikn #dpr #asn #ibukotanusantara,Mon Mar 18 23:15:34 +0000 2024,Apakah ketika membuat UUIKN DPR tdk memikirkan juga bhw mereka bisa terkena dampaknya Stlh ini siapa lagi yg tidak mau pindah ke IKN Apakah ASN punya opsi untuk menolak Yaa kalau masih banyak yg setengah hati buat apa buru2 pindah atuh   
40,Kunjungan kerja Menteri Pertahanan Bpk Prabowo Subianto di IKN. #ibukotanusantara #infrastrukturikn #PrabowoSubianto https://t.co/WIxdvwq0Ml,Mon Mar 18 15:43:12 +0000 2024,Kunjungan kerja Menteri Pertahanan Bpk Prabowo Subianto di IKN    
41,Prabowo Subianto kunjungi Ibukota Nusantara (IKN) dalam agenda kerjanya sebagai Menteri Pertahanan Republik Indonesia Prabowo mengunjungi sejumlah lokasi Dikawasan IKN termasuk melihat langsung progres pembangunan Istana Negara. #ikn #ibukotanusantara #PrabowoGibran https://t.co/dD059XKI8Y,Mon Mar 18 10:54:38 +0000 2024,Prabowo Subianto kunjungi Ibukota Nusantara IKN dalam agenda kerjanya sebagai Menteri Pertahanan Republik Indonesia Prabowo mengunjungi sejumlah lokasi Dikawasan IKN termasuk melihat langsung progres pembangunan Istana Negara    
42,Update terbaru salah satu Rumah Tapak Jabatan Menteri di IKN sudah semakin rapi dan indah. #ibukotanusantara #infrastrukturikn https://t.co/oGYTFQsodd,Mon Mar 18 10:44:18 +0000 2024,Update terbaru salah satu Rumah Tapak Jabatan Menteri di IKN sudah semakin rapi dan indah   
43,Indahnya suasana sore dilokasi pembangunan Infrastruktur IKN (Ibu Kota Nusantara) #ibukotanusantara #infrastrukturikn https://t.co/AA6vfZoaqW,Mon Mar 18 10:43:50 +0000 2024,Indahnya suasana sore dilokasi pembangunan Infrastruktur IKN Ibu Kota Nusantara   
44,Semakin masif pembangunan Hunian ASN HANKAM di Ibu Kota Nusantara. #ibukotanusantara #infrastrukturikn #hankam https://t.co/rKy9XHYjye,Mon Mar 18 10:43:30 +0000 2024,Semakin masif pembangunan Hunian ASN HANKAM di Ibu Kota Nusantara    
45,Pembangunan berkelanjutan Kota Hutan pertama di Dunia IKN akan menjadi kebanggaan bagi Indonesia nanti nya. #ibukotanusantara #infrastrukturikn https://t.co/6aDY2dwkKG,Mon Mar 18 10:42:52 +0000 2024,Pembangunan berkelanjutan Kota Hutan pertama di Dunia IKN akan menjadi kebanggaan bagi Indonesia nanti nya   
46,Hunian Rusun BIN (Badan Intelijen Negara) #ibukotanusantara https://t.co/bm0wzLzAkg,Mon Mar 18 10:36:22 +0000 2024,Hunian Rusun BIN Badan Intelijen Negara  
47,Inilah kawasan Rusun POLRI &amp; BIN (Badan Intelijen Negara) terlihat sejuk dan indah terletak di IKN kota Smart Forest City pertama di Asia. #ibukotanusantara https://t.co/i4B5dipeRL,Mon Mar 18 10:36:10 +0000 2024,Inilah kawasan Rusun POLRI amp BIN Badan Intelijen Negara terlihat sejuk dan indah terletak di IKN kota Smart Forest City pertama di Asia  
48,Pembangunan berkelanjutan Kota Hutan pertama di Dunia IKN akan menjadi kebanggaan bagi Indonesia nanti nya. #ibukotanusantara https://t.co/5uMp33c6wC,Mon Mar 18 10:35:26 +0000 2024,Pembangunan berkelanjutan Kota Hutan pertama di Dunia IKN akan menjadi kebanggaan bagi Indonesia nanti nya  
49,Terus bergerak pembangunan Infrastruktur Ibu Kota Nusantara menuju 148 Upacara Kemerdekaan di IKN. #ibukotanusantara https://t.co/5CI38IhEnI,Mon Mar 18 10:35:16 +0000 2024,Terus bergerak pembangunan Infrastruktur Ibu Kota Nusantara menuju 148 Upacara Kemerdekaan di IKN  
50,Inilah pembangunan Kemenko 4 yag semakin masif #ibukotanusantara https://t.co/k8F56PIyFS,Mon Mar 18 10:28:00 +0000 2024,Inilah pembangunan Kemenko 4 yag semakin masif  
51,Inilah Jalan Plaza Barat di IKN. #ibukotanusantara https://t.co/e31umLknqA,Mon Mar 18 10:27:49 +0000 2024,Inilah Jalan Plaza Barat di IKN  
52,Semakin masif pembangunan Hunian ASN HANKAM di Ibu Kota Nusantara. #ibukotanusantara https://t.co/QV2MMT8rkL,Mon Mar 18 10:27:37 +0000 2024,Semakin masif pembangunan Hunian ASN HANKAM di Ibu Kota Nusantara  
53,Inilah lokasi pembangunan RS Hermina yang berdekatan dengan Hotel Nusantara di IKN. #ibukotanusantara https://t.co/j7b0lcLMAM,Mon Mar 18 10:26:41 +0000 2024,Inilah lokasi pembangunan RS Hermina yang berdekatan dengan Hotel Nusantara di IKN  
54,Koalisi Masyarakat Sipil Kalimantan Timur menolak upaya pembongkaran paksa dan penggusuran tanah untuk proyek IKN Nusantara. #ikn #ibukotanusantara #kaltim #kalimantantimur #ibukota #nusantara #wargabicara #tolakikn https://t.co/FCa5uHXZor,Fri Mar 15 09:03:39 +0000 2024,Koalisi Masyarakat Sipil Kalimantan Timur menolak upaya pembongkaran paksa dan penggusuran tanah untuk proyek IKN Nusantara         
55,Respons AHY soal Nasib Masyarakat Adat Desa Pemaluan 249 Bangunan di IKN Nusantara Bakal Dirobohkan #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #DesaPemaluan #MenteriATRBPN #AHY https://t.co/5nOfZ4WSDv lewat @tribunkaltim,Fri Mar 15 08:39:00 +0000 2024,Respons AHY soal Nasib Masyarakat Adat Desa Pemaluan 249 Bangunan di IKN Nusantara Bakal Dirobohkan           lewat 
56,Terus bergerak pembangunan Infrastruktur Ibu Kota Nusantara menuju 148 Upacara Kemerdekaan di IKN. #ibukotanusantara #infrastrukturikn #ikn https://t.co/ksJ30n9nSv,Fri Mar 15 08:27:50 +0000 2024,Terus bergerak pembangunan Infrastruktur Ibu Kota Nusantara menuju 148 Upacara Kemerdekaan di IKN    
57,REAL CICAK JADI NAGA NIH BOSKU BET 1.750 AJA PECAH SAMPE 21JT !! DI #GATESOFGATOTKACA1000 . #gacor #Gaza #ibukotanusantara #ikn #banjir #banjirsemarang #banjirbandang #prayforsemarang #justiceforamy #jumat #mingyu #abah #kitadiamtapimantau #bangkok #VideoViral #vidioviral #vidio https://t.co/0kF9sqDao0,Fri Mar 15 06:40:35 +0000 2024,REAL CICAK JADI NAGA NIH BOSKU BET 1750 AJA PECAH SAMPE 21JT  DI                    
58,Rezim tuli! Bagusnya diapain? #ibukotanusantara #ikn #rezimjokowi #investasi #nasibrakyat https://t.co/vALsIjJe00,Fri Mar 15 06:15:41 +0000 2024,Rezim tuli Bagusnya diapain      
59,Menteri PUPR Basuki Hadimuljono membeberkan rencana Presiden Joko Widodo (Jokowi) pindah ke Ibu Kota Negara (IKN) Nusantara di Kalimantan Timur. Download #MetroTVXtend sekarang di Play Store dan App Store. #kemenpupr #pupr #ikn #jokowi #ibukotanusantara #ibukotanegara @KemenPU https://t.co/lcxDEE5f5I,Fri Mar 15 05:50:29 +0000 2024,Menteri PUPR Basuki Hadimuljono membeberkan rencana Presiden Joko Widodo Jokowi pindah ke Ibu Kota Negara IKN Nusantara di Kalimantan Timur Download  sekarang di Play Store dan App Store        
60,Wow IKN terkini‼️ Rusun BIN dan Polri disekitarannya sangat berdebu . Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #rusun #rusunbindanpolri #sepaku #ibukotanusantara #penajam #borneo #kalimantan #indonesia https://t.co/4beCMRKJaI,Fri Mar 15 05:15:31 +0000 2024,Wow IKN terkini‼️ Rusun BIN dan Polri disekitarannya sangat berdebu  Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN          
61,Dengan konsep sustainable city IKN ini akan menjadi simbol pembangunan Indonesia yang maju dan merata. Untuk tahu progres pembangunannya simak videonya di atas ya! #dkijakarta #suksesjakartauntukindonesia #jagajakarta #IKN #IKN2024 #IbuKotaNusantara https://t.co/eooEI6mZCY,Fri Mar 15 05:06:28 +0000 2024,Dengan konsep sustainable city IKN ini akan menjadi simbol pembangunan Indonesia yang maju dan merata Untuk tahu progres pembangunannya simak videonya di atas ya       
62,Respons AHY soal Nasib Masyarakat Adat Desa Pemaluan 249 Bangunan di IKN Nusantara Bakal Dirobohkan #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #DesaPemaluan #MenteriATRBPN #AHY https://t.co/5nOfZ4Xqt3 lewat @tribunkaltim,Fri Mar 15 03:10:37 +0000 2024,Respons AHY soal Nasib Masyarakat Adat Desa Pemaluan 249 Bangunan di IKN Nusantara Bakal Dirobohkan           lewat 
63,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan. Mari dukung IKN sebagai wujud cita-cita bersama untuk masa depan Indonesia yg lebih baik! #IbuKotaNusantara #MajuBersamaIKN #PembangunanBerkelanjutanIKN #InovasiIKN #BersamaIndonesiaMaju https://t.co/sDCeKPIATy,Fri Mar 15 01:52:00 +0000 2024,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan Mari dukung IKN sebagai wujud citacita bersama untuk masa depan Indonesia yg lebih baik      
64,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan. Mari dukung IKN sebagai wujud cita-cita bersama untuk masa depan Indonesia yg lebih baik! #IbuKotaNusantara #MajuBersamaIKN #PembangunanBerkelanjutanIKN #InovasiIKN #BersamaIndonesiaMaju https://t.co/4TPPnHTQQc,Fri Mar 15 01:51:52 +0000 2024,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan Mari dukung IKN sebagai wujud citacita bersama untuk masa depan Indonesia yg lebih baik      
65,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan. Mari dukung IKN sebagai wujud cita-cita bersama untuk masa depan Indonesia yg lebih baik! #IbuKotaNusantara #MajuBersamaIKN #PembangunanBerkelanjutanIKN #InovasiIKN #BersamaIndonesiaMaju https://t.co/nIeHLPvSBn,Fri Mar 15 01:51:44 +0000 2024,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan Mari dukung IKN sebagai wujud citacita bersama untuk masa depan Indonesia yg lebih baik      
66,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan. Mari dukung IKN sebagai wujud cita-cita bersama untuk masa depan Indonesia yg lebih baik! #IbuKotaNusantara #MajuBersamaIKN #PembangunanBerkelanjutanIKN #InovasiIKN #BersamaIndonesiaMaju https://t.co/YE92j26kYR,Fri Mar 15 01:51:36 +0000 2024,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan Mari dukung IKN sebagai wujud citacita bersama untuk masa depan Indonesia yg lebih baik      
67,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan. Mari dukung IKN sebagai wujud cita-cita bersama untuk masa depan Indonesia yg lebih baik! #IbuKotaNusantara #MajuBersamaIKN #PembangunanBerkelanjutanIKN #InovasiIKN #BersamaIndonesiaMaju https://t.co/2kUmVsrjet,Fri Mar 15 01:51:25 +0000 2024,IKN bukan hanya tentang gedung pencakar langit tapi juga tentang sinergi dan kebersamaan Mari dukung IKN sebagai wujud citacita bersama untuk masa depan Indonesia yg lebih baik      
