full_text,username,cleaned,case_fold,token,stop,stemmed
Inilah 2 unit Rumah Tapak Jabatan Menteri yang sudah rampung di IKN dan akan menyusul beberapa rumah Tapak lainnya. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/VdvsbgBZmL,RobieMrg,Inilah 2 unit Rumah Tapak Jabatan Menteri yang sudah rampung di IKN dan akan menyusul beberapa rumah Tapak lainnya    ,inilah  unit rumah tapak jabatan menteri yang sudah rampung di ikn dan akan menyusul beberapa rumah tapak lainnya,"['inilah', 'unit', 'rumah', 'tapak', 'jabatan', 'menteri', 'yang', 'sudah', 'rampung', 'di', 'ikn', 'dan', 'akan', 'menyusul', 'beberapa', 'rumah', 'tapak', 'lainnya']","['inilah', 'unit', 'rumah', 'tapak', 'jabatan', 'menteri', 'rampung', 'ikn', 'menyusul', 'beberapa', 'rumah', 'tapak', 'lainnya']","['ini', 'unit', 'rumah', 'tapak', 'jabat', 'menteri', 'rampung', 'ikn', 'susul', 'beberapa', 'rumah', 'tapak', 'lain']"
Alhamdulillah terima kasih berkenan mengunjungi kantor @Danone Indonesia pak Prof Rudi beserta jajaran @FahutanUnmul @unmul. Semoga kolaborasi pengembangan miniatur hutan tropis di @ikn_id diberikan kelancaran. #Sustainability #ibukotanusantara #ikn https://t.co/4wGh1tGkQh,karyanto_wibowo,Alhamdulillah terima kasih berkenan mengunjungi kantor  Indonesia pak Prof Rudi beserta jajaran   Semoga kolaborasi pengembangan miniatur hutan tropis di  diberikan kelancaran    ,alhamdulillah terima kasih berkenan mengunjungi kantor  indonesia pak prof rudi beserta jajaran   semoga kolaborasi pengembangan miniatur hutan tropis di  diberikan kelancaran,"['alhamdulillah', 'terima', 'kasih', 'berkenan', 'mengunjungi', 'kantor', 'indonesia', 'pak', 'prof', 'rudi', 'beserta', 'jajaran', 'semoga', 'kolaborasi', 'pengembangan', 'miniatur', 'hutan', 'tropis', 'di', 'diberikan', 'kelancaran']","['alhamdulillah', 'terima', 'kasih', 'berkenan', 'mengunjungi', 'kantor', 'indonesia', 'pak', 'prof', 'rudi', 'beserta', 'jajaran', 'semoga', 'kolaborasi', 'pengembangan', 'miniatur', 'hutan', 'tropis', 'diberikan', 'kelancaran']","['alhamdulillah', 'terima', 'kasih', 'kenan', 'unjung', 'kantor', 'indonesia', 'pak', 'prof', 'rudi', 'serta', 'jajar', 'moga', 'kolaborasi', 'kembang', 'miniatur', 'hutan', 'tropis', 'beri', 'lancar']"
Pengamat Kritik 2 Proyek Milik Konglomerat Pendukung IKN Nusantara Jadi PSN Apa Urgensinya? #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN https://t.co/yZtGJfWeNl lewat @tribunkaltim,tribunkaltim,Pengamat Kritik 2 Proyek Milik Konglomerat Pendukung IKN Nusantara Jadi PSN Apa Urgensinya         lewat ,pengamat kritik  proyek milik konglomerat pendukung ikn nusantara jadi psn apa urgensinya         lewat,"['pengamat', 'kritik', 'proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'jadi', 'psn', 'apa', 'urgensinya', 'lewat']","['pengamat', 'kritik', 'proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'jadi', 'psn', 'apa', 'urgensinya', 'lewat']","['amat', 'kritik', 'proyek', 'milik', 'konglomerat', 'dukung', 'ikn', 'nusantara', 'jadi', 'psn', 'apa', 'urgensi', 'lewat']"
Wow‼️Terlihat dari pinggir jalan Gedung-gedung menjulang tinggi di kawasan IKN Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #rusunbindanpolri #sepaku #ibukotanusantara #borneo #kalimantan #indonesiaindah https://t.co/csWwchjLdX,MitraIKN,Wow‼️Terlihat dari pinggir jalan Gedunggedung menjulang tinggi di kawasan IKN Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN         ,wow‼️terlihat dari pinggir jalan gedunggedung menjulang tinggi di kawasan ikn instagram  mitraikn facebook  mitra ikn tiktok  mitraikn youtube  mitra ikn x  mitra ikn,"['wow‼️terlihat', 'dari', 'pinggir', 'jalan', 'gedunggedung', 'menjulang', 'tinggi', 'di', 'kawasan', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['wow‼️terlihat', 'pinggir', 'jalan', 'gedunggedung', 'menjulang', 'tinggi', 'kawasan', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['wow lihat', 'pinggir', 'jalan', 'gedunggedung', 'julang', 'tinggi', 'kawasan', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']"
Waktu ngedrone roll off trafo PLN di pelabuhan IKN Kalimantan Timur sekuriti berpesan jangan lama2 berdiri di pinggir sungai krn masih banyak buayanya #jrlproduction #dronepilot #ibukotanusantara https://t.co/Gw91Lqg7Ri,normnsyah,Waktu ngedrone roll off trafo PLN di pelabuhan IKN Kalimantan Timur sekuriti berpesan jangan lama2 berdiri di pinggir sungai krn masih banyak buayanya    ,waktu ngedrone roll off trafo pln di pelabuhan ikn kalimantan timur sekuriti berpesan jangan lama berdiri di pinggir sungai krn masih banyak buayanya,"['waktu', 'ngedrone', 'roll', 'off', 'trafo', 'pln', 'di', 'pelabuhan', 'ikn', 'kalimantan', 'timur', 'sekuriti', 'berpesan', 'jangan', 'lama', 'berdiri', 'di', 'pinggir', 'sungai', 'krn', 'masih', 'banyak', 'buayanya']","['waktu', 'ngedrone', 'roll', 'off', 'trafo', 'pln', 'pelabuhan', 'ikn', 'kalimantan', 'timur', 'sekuriti', 'berpesan', 'jangan', 'lama', 'berdiri', 'pinggir', 'sungai', 'krn', 'banyak', 'buayanya']","['waktu', 'ngedrone', 'roll', 'off', 'trafo', 'pln', 'labuh', 'ikn', 'kalimantan', 'timur', 'sekuriti', 'pesan', 'jangan', 'lama', 'diri', 'pinggir', 'sungai', 'krn', 'banyak', 'buaya']"
Usulan DPR tak Ikut Pindah ke IKN Nusantara Disorot Ekonom: Investor dan Pelaku Usaha Juga Ragu #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #DPR https://t.co/75Brunza7S lewat @tribunkaltim,tribunkaltim,Usulan DPR tak Ikut Pindah ke IKN Nusantara Disorot Ekonom Investor dan Pelaku Usaha Juga Ragu          lewat ,usulan dpr tak ikut pindah ke ikn nusantara disorot ekonom investor dan pelaku usaha juga ragu          lewat,"['usulan', 'dpr', 'tak', 'ikut', 'pindah', 'ke', 'ikn', 'nusantara', 'disorot', 'ekonom', 'investor', 'dan', 'pelaku', 'usaha', 'juga', 'ragu', 'lewat']","['usulan', 'dpr', 'tak', 'ikut', 'pindah', 'ikn', 'nusantara', 'disorot', 'ekonom', 'investor', 'pelaku', 'usaha', 'ragu', 'lewat']","['usul', 'dpr', 'tak', 'ikut', 'pindah', 'ikn', 'nusantara', 'sorot', 'ekonom', 'investor', 'laku', 'usaha', 'ragu', 'lewat']"
Suasana Proyek Pembangunan Bandara VVIP IKN apakah ada perubahan ⁉️ Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #bandara #bandaravvipikn #sepaku #ibukotanusantara #penajam #borneo #kaltim #kalimantan #indonesia https://t.co/UxA2H06xzw,MitraIKN,Suasana Proyek Pembangunan Bandara VVIP IKN apakah ada perubahan ⁉️ Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN           ,suasana proyek pembangunan bandara vvip ikn apakah ada perubahan ⁉️ instagram  mitraikn facebook  mitra ikn tiktok  mitraikn youtube  mitra ikn x  mitra ikn,"['suasana', 'proyek', 'pembangunan', 'bandara', 'vvip', 'ikn', 'apakah', 'ada', 'perubahan', '⁉️', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['suasana', 'proyek', 'pembangunan', 'bandara', 'vvip', 'ikn', 'perubahan', '⁉️', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['suasana', 'proyek', 'bangun', 'bandara', 'vvip', 'ikn', 'ubah', '', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']"
Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom: Berat Beban ABPN #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #APBN #Investor #APBN https://t.co/5dikIH1DIe lewat @tribunkaltim,tribunkaltim,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom Berat Beban ABPN          lewat ,investasi di ikn nusantara dinilai tidak mengutungkan bagi investor ekonom berat beban abpn          lewat,"['investasi', 'di', 'ikn', 'nusantara', 'dinilai', 'tidak', 'mengutungkan', 'bagi', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']","['investasi', 'ikn', 'nusantara', 'dinilai', 'mengutungkan', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']","['investasi', 'ikn', 'nusantara', 'nilai', 'kutung', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']"
Inilah Hunian ASN 4 yang mana pembangunan nya semakin masif di IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/el8ZDbPlnO,RobieMrg,Inilah Hunian ASN 4 yang mana pembangunan nya semakin masif di IKN    ,inilah hunian asn  yang mana pembangunan nya semakin masif di ikn,"['inilah', 'hunian', 'asn', 'yang', 'mana', 'pembangunan', 'nya', 'semakin', 'masif', 'di', 'ikn']","['inilah', 'hunian', 'asn', 'mana', 'pembangunan', 'nya', 'semakin', 'masif', 'ikn']","['ini', 'huni', 'asn', 'mana', 'bangun', 'nya', 'makin', 'masif', 'ikn']"
Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom: Berat Beban ABPN #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #APBN #Investor #APBN https://t.co/5dikIH15SG lewat @tribunkaltim,tribunkaltim,Investasi di IKN Nusantara Dinilai Tidak Mengutungkan bagi Investor Ekonom Berat Beban ABPN          lewat ,investasi di ikn nusantara dinilai tidak mengutungkan bagi investor ekonom berat beban abpn          lewat,"['investasi', 'di', 'ikn', 'nusantara', 'dinilai', 'tidak', 'mengutungkan', 'bagi', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']","['investasi', 'ikn', 'nusantara', 'dinilai', 'mengutungkan', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']","['investasi', 'ikn', 'nusantara', 'nilai', 'kutung', 'investor', 'ekonom', 'berat', 'beban', 'abpn', 'lewat']"
Suasana pagi yang indah dilokasi pembangunan Hunian Rusun Polri dan BIN di IKN Nusantara. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/kPO2GXmQXw,RobieMrg,Suasana pagi yang indah dilokasi pembangunan Hunian Rusun Polri dan BIN di IKN Nusantara    ,suasana pagi yang indah dilokasi pembangunan hunian rusun polri dan bin di ikn nusantara,"['suasana', 'pagi', 'yang', 'indah', 'dilokasi', 'pembangunan', 'hunian', 'rusun', 'polri', 'dan', 'bin', 'di', 'ikn', 'nusantara']","['suasana', 'pagi', 'indah', 'dilokasi', 'pembangunan', 'hunian', 'rusun', 'polri', 'bin', 'ikn', 'nusantara']","['suasana', 'pagi', 'indah', 'lokasi', 'bangun', 'huni', 'rusun', 'polri', 'bin', 'ikn', 'nusantara']"
Bersama-sama kita merangkul perubahan menuju masa depan yang lebih cerah bersama IKN Nusantara ... . Let's embrace the future together ! . https://t.co/A6vGACYsNs . #pusdajatim #OptimisJatimBangkit #jatimcettar #jawatimur #IbuKotaNusantara #PerubahanBerkualitas #IndonesiaMaju,pusdajatim,Bersamasama kita merangkul perubahan menuju masa depan yang lebih cerah bersama IKN Nusantara   Lets embrace the future together           ,bersamasama kita merangkul perubahan menuju masa depan yang lebih cerah bersama ikn nusantara   lets embrace the future together,"['bersamasama', 'kita', 'merangkul', 'perubahan', 'menuju', 'masa', 'depan', 'yang', 'lebih', 'cerah', 'bersama', 'ikn', 'nusantara', 'lets', 'embrace', 'the', 'future', 'together']","['bersamasama', 'merangkul', 'perubahan', 'menuju', 'masa', 'depan', 'lebih', 'cerah', 'bersama', 'ikn', 'nusantara', 'lets', 'embrace', 'the', 'future', 'together']","['bersamasama', 'rangkul', 'ubah', 'tuju', 'masa', 'depan', 'lebih', 'cerah', 'sama', 'ikn', 'nusantara', 'lets', 'embrace', 'the', 'future', 'together']"
Yuks‼️kita jalan-jalan menelusuri proyek pembuatan Bandara VVIP IKN. Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #bandara #bandaravvipikn #sepaku #ibukotanusantara #penajam #borneo #kalimantan #indonesia https://t.co/ikHRPJiuOr,MitraIKN,Yuks‼️kita jalanjalan menelusuri proyek pembuatan Bandara VVIP IKN Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN           ,yuks‼️kita jalanjalan menelusuri proyek pembuatan bandara vvip ikn instagram  mitraikn facebook  mitra ikn tiktok  mitraikn youtube  mitra ikn x  mitra ikn,"['yuks‼️kita', 'jalanjalan', 'menelusuri', 'proyek', 'pembuatan', 'bandara', 'vvip', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['yuks‼️kita', 'jalanjalan', 'menelusuri', 'proyek', 'pembuatan', 'bandara', 'vvip', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['yuks kita', 'jalanjalan', 'telusur', 'proyek', 'buat', 'bandara', 'vvip', 'ikn', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']"
Inilah Mini Amphitheater ditengah Sumbu Kebangsaan Ibu Kota Nusantara. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/3iArR6ekKv,RobieMrg,Inilah Mini Amphitheater ditengah Sumbu Kebangsaan Ibu Kota Nusantara    ,inilah mini amphitheater ditengah sumbu kebangsaan ibu kota nusantara,"['inilah', 'mini', 'amphitheater', 'ditengah', 'sumbu', 'kebangsaan', 'ibu', 'kota', 'nusantara']","['inilah', 'mini', 'amphitheater', 'ditengah', 'sumbu', 'kebangsaan', 'ibu', 'kota', 'nusantara']","['ini', 'mini', 'amphitheater', 'tengah', 'sumbu', 'bangsa', 'ibu', 'kota', 'nusantara']"
Inilah kawasan Gedung-gedung Kementerian di IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/hhBUJhEEJZ,RobieMrg,Inilah kawasan Gedunggedung Kementerian di IKN    ,inilah kawasan gedunggedung kementerian di ikn,"['inilah', 'kawasan', 'gedunggedung', 'kementerian', 'di', 'ikn']","['inilah', 'kawasan', 'gedunggedung', 'kementerian', 'ikn']","['ini', 'kawasan', 'gedunggedung', 'menteri', 'ikn']"
Jokowi Tetapkan 2 Proyek Milik Konglomerat yang Bantu IKN Nusantara Jadi PSN Janji Pemerintah #Jokowi #konglomerat #PSN #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur https://t.co/wX5u8iXuVH lewat @tribunkaltim,tribunkaltim,Jokowi Tetapkan 2 Proyek Milik Konglomerat yang Bantu IKN Nusantara Jadi PSN Janji Pemerintah           lewat ,jokowi tetapkan  proyek milik konglomerat yang bantu ikn nusantara jadi psn janji pemerintah           lewat,"['jokowi', 'tetapkan', 'proyek', 'milik', 'konglomerat', 'yang', 'bantu', 'ikn', 'nusantara', 'jadi', 'psn', 'janji', 'pemerintah', 'lewat']","['jokowi', 'tetapkan', 'proyek', 'milik', 'konglomerat', 'bantu', 'ikn', 'nusantara', 'jadi', 'psn', 'janji', 'pemerintah', 'lewat']","['jokowi', 'tetap', 'proyek', 'milik', 'konglomerat', 'bantu', 'ikn', 'nusantara', 'jadi', 'psn', 'janji', 'perintah', 'lewat']"
Suasana Jembatan Pulau Balang IKN Terkini ⁉️ MasyaAllah indahnya pemandangan . Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #jembatanpulaubalang #ibukotanusantara #penajam #kalimantan #indonesia https://t.co/HyHQTJ6lVV,MitraIKN,Suasana Jembatan Pulau Balang IKN Terkini ⁉️ MasyaAllah indahnya pemandangan  Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN        ,suasana jembatan pulau balang ikn terkini ⁉️ masyaallah indahnya pemandangan  instagram  mitraikn facebook  mitra ikn tiktok  mitraikn youtube  mitra ikn x  mitra ikn,"['suasana', 'jembatan', 'pulau', 'balang', 'ikn', 'terkini', '⁉️', 'masyaallah', 'indahnya', 'pemandangan', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['suasana', 'jembatan', 'pulau', 'balang', 'ikn', 'terkini', '⁉️', 'masyaallah', 'indahnya', 'pemandangan', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['suasana', 'jembatan', 'pulau', 'balang', 'ikn', 'kini', '', 'masyaallah', 'indah', 'pandang', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']"
Ibu Kota Nusantara merupakan kota masa depan Indonesia yang melambangkan kemajuan keberlanjutan dan kekayaan budaya. Sebagai pusat peradaban baru kota ini menggambarkan kesatuan dalam keberagaman di mana cita-cita bertemu dengan kenyataan. #humassulsel #IbuKotaNusantara https://t.co/m5zumvEVAE,sulselid_,Ibu Kota Nusantara merupakan kota masa depan Indonesia yang melambangkan kemajuan keberlanjutan dan kekayaan budaya Sebagai pusat peradaban baru kota ini menggambarkan kesatuan dalam keberagaman di mana citacita bertemu dengan kenyataan   ,ibu kota nusantara merupakan kota masa depan indonesia yang melambangkan kemajuan keberlanjutan dan kekayaan budaya sebagai pusat peradaban baru kota ini menggambarkan kesatuan dalam keberagaman di mana citacita bertemu dengan kenyataan,"['ibu', 'kota', 'nusantara', 'merupakan', 'kota', 'masa', 'depan', 'indonesia', 'yang', 'melambangkan', 'kemajuan', 'keberlanjutan', 'dan', 'kekayaan', 'budaya', 'sebagai', 'pusat', 'peradaban', 'baru', 'kota', 'ini', 'menggambarkan', 'kesatuan', 'dalam', 'keberagaman', 'di', 'mana', 'citacita', 'bertemu', 'dengan', 'kenyataan']","['ibu', 'kota', 'nusantara', 'merupakan', 'kota', 'masa', 'depan', 'indonesia', 'melambangkan', 'kemajuan', 'keberlanjutan', 'kekayaan', 'budaya', 'pusat', 'peradaban', 'baru', 'kota', 'menggambarkan', 'kesatuan', 'keberagaman', 'mana', 'citacita', 'bertemu', 'kenyataan']","['ibu', 'kota', 'nusantara', 'rupa', 'kota', 'masa', 'depan', 'indonesia', 'melambang', 'maju', 'lanjut', 'kaya', 'budaya', 'pusat', 'adab', 'baru', 'kota', 'gambar', 'satu', 'agam', 'mana', 'citacita', 'temu', 'nyata']"
Kepala Otorita (IKN) Bambang Susanto menyebut pemerintah berencana melakukan uji coba konsep mobil terbang. Selain transportasi canggih ia mengungkapkan konsep tiang listrik penunjuk arah yang bisa menjawab ketika ditanya manusia. #IKN #IbuKotaNusantara #mobilterbang https://t.co/1y9JZTPyzJ,indibizsumsel,Kepala Otorita IKN Bambang Susanto menyebut pemerintah berencana melakukan uji coba konsep mobil terbang Selain transportasi canggih ia mengungkapkan konsep tiang listrik penunjuk arah yang bisa menjawab ketika ditanya manusia    ,kepala otorita ikn bambang susanto menyebut pemerintah berencana melakukan uji coba konsep mobil terbang selain transportasi canggih ia mengungkapkan konsep tiang listrik penunjuk arah yang bisa menjawab ketika ditanya manusia,"['kepala', 'otorita', 'ikn', 'bambang', 'susanto', 'menyebut', 'pemerintah', 'berencana', 'melakukan', 'uji', 'coba', 'konsep', 'mobil', 'terbang', 'selain', 'transportasi', 'canggih', 'ia', 'mengungkapkan', 'konsep', 'tiang', 'listrik', 'penunjuk', 'arah', 'yang', 'bisa', 'menjawab', 'ketika', 'ditanya', 'manusia']","['kepala', 'otorita', 'ikn', 'bambang', 'susanto', 'menyebut', 'pemerintah', 'berencana', 'melakukan', 'uji', 'coba', 'konsep', 'mobil', 'terbang', 'transportasi', 'canggih', 'mengungkapkan', 'konsep', 'tiang', 'listrik', 'penunjuk', 'arah', 'menjawab', 'ditanya', 'manusia']","['kepala', 'otorita', 'ikn', 'bambang', 'susanto', 'sebut', 'perintah', 'rencana', 'laku', 'uji', 'coba', 'konsep', 'mobil', 'terbang', 'transportasi', 'canggih', 'ungkap', 'konsep', 'tiang', 'listrik', 'tunjuk', 'arah', 'jawab', 'tanya', 'manusia']"
2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN #konglomerat https://t.co/TZf9Ybjvc3 lewat @tribunkaltim,tribunkaltim,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional          lewat ,proyek milik konglomerat pendukung ikn nusantara ditetapkan jokowi jadi proyek strategis nasional          lewat,"['proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'ditetapkan', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']","['proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'ditetapkan', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']","['proyek', 'milik', 'konglomerat', 'dukung', 'ikn', 'nusantara', 'tetap', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']"
Inilah Teras Cakrawala tepat didepan Istana Negara tempat pejalan kaki menikmati keindahan alam Ibu Kota Nusantara. Vt/Video: Warga Nusantara #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/93IfytrMNy,RobieMrg,Inilah Teras Cakrawala tepat didepan Istana Negara tempat pejalan kaki menikmati keindahan alam Ibu Kota Nusantara VtVideo Warga Nusantara    ,inilah teras cakrawala tepat didepan istana negara tempat pejalan kaki menikmati keindahan alam ibu kota nusantara vtvideo warga nusantara,"['inilah', 'teras', 'cakrawala', 'tepat', 'didepan', 'istana', 'negara', 'tempat', 'pejalan', 'kaki', 'menikmati', 'keindahan', 'alam', 'ibu', 'kota', 'nusantara', 'vtvideo', 'warga', 'nusantara']","['inilah', 'teras', 'cakrawala', 'tepat', 'didepan', 'istana', 'negara', 'tempat', 'pejalan', 'kaki', 'menikmati', 'keindahan', 'alam', 'ibu', 'kota', 'nusantara', 'vtvideo', 'warga', 'nusantara']","['ini', 'teras', 'cakrawala', 'tepat', 'depan', 'istana', 'negara', 'tempat', 'pejal', 'kaki', 'nikmat', 'indah', 'alam', 'ibu', 'kota', 'nusantara', 'vtvideo', 'warga', 'nusantara']"
2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PSN #konglomerat https://t.co/TZf9Ybk31B lewat @tribunkaltim,tribunkaltim,2 Proyek Milik Konglomerat Pendukung IKN Nusantara Ditetapkan Jokowi Jadi Proyek Strategis Nasional          lewat ,proyek milik konglomerat pendukung ikn nusantara ditetapkan jokowi jadi proyek strategis nasional          lewat,"['proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'ditetapkan', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']","['proyek', 'milik', 'konglomerat', 'pendukung', 'ikn', 'nusantara', 'ditetapkan', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']","['proyek', 'milik', 'konglomerat', 'dukung', 'ikn', 'nusantara', 'tetap', 'jokowi', 'jadi', 'proyek', 'strategis', 'nasional', 'lewat']"
Inilah Jembatan Pulau Balang penghubung antara Balikpapan dengan IKN. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/cCODTi0Gj8,RobieMrg,Inilah Jembatan Pulau Balang penghubung antara Balikpapan dengan IKN    ,inilah jembatan pulau balang penghubung antara balikpapan dengan ikn,"['inilah', 'jembatan', 'pulau', 'balang', 'penghubung', 'antara', 'balikpapan', 'dengan', 'ikn']","['inilah', 'jembatan', 'pulau', 'balang', 'penghubung', 'balikpapan', 'ikn']","['ini', 'jembatan', 'pulau', 'balang', 'hubung', 'balikpapan', 'ikn']"
Duplikasi Jembatan Pulau Balang di IKN ⁉️ Instagram : mitraikn Facebook : Mitra IKN TikTok : mitra_ikn YouTube : Mitra IKN X : Mitra IKN #mitraikn #akramalfatih #jembatanpulaubalang #ibukotanusantara #penajam #peapaser #borneo #kaltim #kalimantan #indonesia #indonesiaindah https://t.co/R7R3wWYnwg,MitraIKN,Duplikasi Jembatan Pulau Balang di IKN ⁉️ Instagram  mitraikn Facebook  Mitra IKN TikTok  mitraikn YouTube  Mitra IKN X  Mitra IKN            ,duplikasi jembatan pulau balang di ikn ⁉️ instagram  mitraikn facebook  mitra ikn tiktok  mitraikn youtube  mitra ikn x  mitra ikn,"['duplikasi', 'jembatan', 'pulau', 'balang', 'di', 'ikn', '⁉️', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['duplikasi', 'jembatan', 'pulau', 'balang', 'ikn', '⁉️', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']","['duplikasi', 'jembatan', 'pulau', 'balang', 'ikn', '', 'instagram', 'mitraikn', 'facebook', 'mitra', 'ikn', 'tiktok', 'mitraikn', 'youtube', 'mitra', 'ikn', 'x', 'mitra', 'ikn']"
Inilah Rusun Polri di IKN dan akan rampung pada pertengahan tahun 2024. #ibukotanusantara #infrastrukturikn #iknnusantara https://t.co/RF9Qylq4DQ,RobieMrg,Inilah Rusun Polri di IKN dan akan rampung pada pertengahan tahun 2024    ,inilah rusun polri di ikn dan akan rampung pada pertengahan tahun,"['inilah', 'rusun', 'polri', 'di', 'ikn', 'dan', 'akan', 'rampung', 'pada', 'pertengahan', 'tahun']","['inilah', 'rusun', 'polri', 'ikn', 'rampung', 'pertengahan', 'tahun']","['ini', 'rusun', 'polri', 'ikn', 'rampung', 'tengah', 'tahun']"
